"Brand_name","Drug_name_original","Drug_name","Sponsor","DrugId","Properties","Indication","Indication_EFO","DiseaseId","TA","Review_type","Year.x","Year.y","has_GE"
"Vyepti","Eptinezumab","EPTINEZUMAB","Lundbeck","CHEMBL3833320","CGRP-directed mAb","Migraine","migraine disorder","MONDO_0005277","Other",NA,2020,2020,TRUE
"Nexletol","Bempedoic acid","BEMPEDOIC ACID","Esperion Therapeutics","CHEMBL3545313","ACL inhibitor","HeFH or atherosclerotic cardiovascular disease","atherosclerosis; familial hypercholesterolemia","EFO_0003914; EFO_0004911","Cardiovascular",NA,2020,2020,FALSE
"Barhemsys","Amisulpride","AMISULPRIDE","Acacia","CHEMBL243712","Dopamine receptors D2 & D3 antagonist","Nausea and vomiting after surgery","Nausea and vomiting","HP_0002017","Other",NA,2020,2020,FALSE
"Nurtec ODT","Rimegepant","RIMEGEPANT","Biohaven","CHEMBL2178422","CGRP receptor antagonist","Migraine","migraine disorder","MONDO_0005277","Other",NA,2020,2020,TRUE
"Sarclisa","Isatuximab","ISATUXIMAB","Sanofi","CHEMBL3545131","CD38-directed mAb","Multiple myeloma","multiple myeloma","EFO_0001378","Oncology",NA,2020,2020,TRUE
"Isturisa","Osilodrostat","OSILODROSTAT","Recordati Rare Diseases","CHEMBL3099695","Cortisol synthesis inhibitor","Cushing disease","Cushing syndrome","EFO_0003099","Endocrine",NA,2020,2020,TRUE
"Zeposia","Ozanimod","OZANIMOD","Celgene/Bristol Myers Squibb","CHEMBL3707247","S1P receptor modulator","Multiple sclerosis","multiple sclerosis","MONDO_0005301","Other",NA,2020,2020,TRUE
"Koselugo","Selumetinib","SELUMETINIB","AstraZeneca","CHEMBL1614701","MEK1/2 kinase inhibitor","Neurofibromatosis type 1","neurofibromatosis type 1","MONDO_0018975","Other",NA,2020,2020,TRUE
"Tukysa","Tucatinib","TUCATINIB","Seagen","CHEMBL3989868","HER2 kinase inhibitor","HER2-positive breast cancer","HER2 Positive Breast Carcinoma","EFO_1000294","Oncology",NA,2020,2020,TRUE
"Pemazyre","Pemigatinib","PEMIGATINIB","Incyte","CHEMBL4297522","FGFR1-3 kinase inhibitor","Cholangiocarcinoma","cholangiocarcinoma","EFO_0005221","Oncology",NA,2020,2020,TRUE
"Trodelvy","Sacituzumab govitecan","SACITUZUMAB GOVITECAN","Immunomedics/Gilead","CHEMBL3545262","TROP2-directed ADC, with topoisomerase inhibitor","Triple-negative breast cancer (and advanced or metastatic urothelial cancer (mUC)*)","triple-negative breast cancer; urothelial carcinoma","EFO_0005537; EFO_0008528","Oncology",NA,2020,2020,TRUE
"Ongentys","Opicapone","OPICAPONE","Neurocrine","CHEMBL1089318","COMT inhibitor","Parkinson disease","parkinson disease","MONDO_0005180","Neurological",NA,2020,2020,TRUE
"Tabrecta","Capmatinib","CAPMATINIB","Novartis","CHEMBL3188267","MET kinase inhibitor","NSCLC","non-small cell lung carcinoma","EFO_0003060","Oncology",NA,2020,2020,TRUE
"Retevmo","Selpercatinib","SELPERCATINIB","Eli Lilly/Loxo Oncology","CHEMBL4559134","RET kinase inhibitor","RET fusion-positive NSCLC and thyroid cancer","non-small cell lung carcinoma; thyroid cancer","EFO_0003060; MONDO_0002108","Oncology",NA,2020,2020,TRUE
"Qinlock","Ripretinib","RIPRETINIB","Deciphera","CHEMBL4216467","KIT and PDGFRA kinase inhibitor","GIST","gastrointestinal stromal tumor","MONDO_0011719","Oncology",NA,2020,2020,TRUE
"Fluoroestradiol F-18","Fluoroestradiol F-18","FLUOROESTRADIOL F-18","Zionexa","CHEMBL4594261","Radioactive diagnostic","Imaging, breast cancer",NA,NA,"Imaging",NA,2020,NA,NA
"Artesunate","Artesunate","ARTESUNATE","Amivas","CHEMBL361497","Artemisinin antimalarial","Severe malaria","malaria","EFO_0001068","Infectious",NA,2020,NA,NA
"Flortaucipir F-18","Flortaucipir F-18","FLORTAUCIPIR F-18","Eli Lilly","CHEMBL3545253","Radioactive diagnostic","Imaging, tau in Alzheimer disease",NA,NA,"Imaging",NA,2020,NA,NA
"Uplizna","Inebilizumab","INEBILIZUMAB","Viela Bio","CHEMBL2109334","CD19-directed mAb","NMOSD","neuromyelitis optica","EFO_0004256","Neurological",NA,2020,2020,FALSE
"Zepzelca","Lurbinectedin","LURBINECTEDIN","Jazz","CHEMBL4297516","Alkylating drug","Small-cell lung cancer","small cell lung carcinoma","EFO_0000702","Oncology",NA,2020,NA,NA
"Dojolvi","Triheptanoin","TRIHEPTANOIN","Ultragenyx","CHEMBL4297585","Medium-chain triglyceride","LC-FAODs","inherited fatty acid metabolism disorder","MONDO_0037858","Metabolic",NA,2020,NA,NA
"Rukobia","Fostemsavir","FOSTEMSAVIR","ViiV Healthcare","CHEMBL3301594","Attachment inhibitor","HIV","hiv infection","EFO_0000764","Infectious",NA,2020,NA,NA
"Byfavo","Remimazolam","REMIMAZOLAM","Acacia","CHEMBL4297526","Benzodiazepine","Procedural sedation","sedation","EFO_0009868","Other",NA,2020,2020,TRUE
"Inqovi","Cedazuridine; decitabine","CEDAZURIDINE","Otsuka","CHEMBL3237547","Cytidine deaminase inhibitor; nucleoside metabolic inhibitor","Myelodysplastic syndromes","myelodysplastic syndrome","EFO_0000198","Hematology",NA,2020,2020,TRUE
"Inqovi","Cedazuridine; decitabine","DECITABINE","Otsuka","CHEMBL1201129","Cytidine deaminase inhibitor; nucleoside metabolic inhibitor","Myelodysplastic syndromes","myelodysplastic syndrome","EFO_0000198","Hematology",NA,2020,2020,TRUE
"Xeglyze","Abametapir","ABAMETAPIR","Dr Reddy‚Äôs","CHEMBL2205807","Metalloproteinase inhibitor","Head lice","lice infestation","MONDO_0003472","Dermatology",NA,2020,NA,NA
"Monjuvi","Tafasitamab","TAFASITAMAB","MorphoSys","CHEMBL4298047","CD19-directed mAb","DLBCL","diffuse large b-cell lymphoma","EFO_0000403","Oncology",NA,2020,2020,TRUE
"Blenrep","Belantamab mafodotin","BELANTAMAB MAFODOTIN","GlaxoSmithKline","CHEMBL4298209","BCMA-directed ADC, with microtubule inhibitor","Multiple myeloma","multiple myeloma","EFO_0001378","Oncology",NA,2020,2020,TRUE
"Lampit","Nifurtimox","NIFURTIMOX","Bayer","CHEMBL290960","Nitrofuran antiprotozoal","Chagas disease","chagas disease","MONDO_0001444","Infectious",NA,2020,NA,NA
"Olinvyk","Oliceridine","OLICERIDINE","Trevena","CHEMBL2443262","Opioid receptor agonist","Acute pain","pain","EFO_0003843","Other",NA,2020,2020,FALSE
"Evrysdi","Risdiplam","RISDIPLAM","Roche/Genentech","CHEMBL4297528","SMN2 splicing modifier","Spinal muscular atrophy","spinal muscular atrophy","EFO_0008525","Neurological",NA,2020,2020,TRUE
"Viltepso","Viltolarsen","VILTOLARSEN","Nippon Shinyaku","CHEMBL4298062","Dystrophin splicing modifier","Duchenne muscular dystrophy","duchenne muscular dystrophy","MONDO_0010679","Neurological",NA,2020,2020,TRUE
"Enspryng","Satralizumab","SATRALIZUMAB","Roche/Genentech","CHEMBL3833307","IL-6R-directed mAb","NMOSD","neuromyelitis optica","EFO_0004256","Neurology",NA,2020,2020,TRUE
"Winlevi","Clascoterone","CLASCOTERONE","Cassiopea SpA","CHEMBL3590187","Androgen receptor inhibitor","Acne vulgaris","acne","EFO_0003894","Dermatology",NA,2020,2020,TRUE
"Sogroya","Somapacitan","SOMAPACITAN","Novo Nordisk","CHEMBL3707290","Growth hormone analogue","Growth hormone deficiency","short stature due to partial GHR deficiency","MONDO_0011420","Endocrine",NA,2020,2020,TRUE
"Copper dotatate Cu-64","Copper dotatate Cu-64","COPPER DOTATATE CU-64","Radiomedix","CHEMBL4297339","Radioactive diagnostic","Imaging, cancer",NA,NA,"Imaging",NA,2020,NA,NA
"Gavreto","Pralsetinib","PRALSETINIB","Blueprint Medicines/Roche","CHEMBL4582651","RET kinase inhibitor","RET fusion-positive NSCLC","non-small cell lung carcinoma","EFO_0003060","Oncology",NA,2020,2020,TRUE
"Inmazeb","Atoltivimab; odesivimab; maftivimab","ATOLTIVIMAB","Regeneron","CHEMBL4298183","Cocktail of Ebola glycoprotein-directed mAbs","Ebola virus","Ebola hemorrhagic fever","EFO_0007243","Infectious",NA,2020,NA,NA
"Inmazeb","Atoltivimab; odesivimab; maftivimab","ODESIVIMAB","Regeneron","CHEMBL4298188","Cocktail of Ebola glycoprotein-directed mAbs","Ebola virus","Ebola hemorrhagic fever","EFO_0007243","Infectious",NA,2020,NA,NA
"Inmazeb","Atoltivimab; odesivimab; maftivimab","MAFTIVIMAB","Regeneron","CHEMBL4298184","Cocktail of Ebola glycoprotein-directed mAbs","Ebola virus","Ebola hemorrhagic fever","EFO_0007243","Infectious",NA,2020,NA,NA
"Veklury","Remdesivir","REMDESIVIR","Gilead","CHEMBL4065616","Nucleotide analogue RNA polymerase inhibitor","COVID-19","covid-19","MONDO_0100096","Infectious",NA,2020,NA,NA
"Zokinvy","Lonafarnib","LONAFARNIB","Eiger","CHEMBL298734","Farnesyltransferase inhibitor","HGPS","hutchinson-gilford progeria syndrome","MONDO_0008310","Other",NA,2020,2020,FALSE
"Oxlumo","Lumasiran","LUMASIRAN","Alnylam","CHEMBL4297779","HAO1-directed siRNA","Hyperoxaluria type 1","primary hyperoxaluria type 1","MONDO_0009823","Nephrology",NA,2020,2020,FALSE
"Danyelza","Naxitamab","NAXITAMAB","Y-mAbs Therapeutics","CHEMBL4297984","GD2-directed mAb","High-risk neuroblastoma","neuroblastoma","EFO_0000621","Oncology",NA,2020,NA,NA
"Imcivree","Setmelanotide","SETMELANOTIDE","Rhythm","CHEMBL3301624","Melanocortin receptor 4 agonist","Rare genetic diseases of obesity","Bardet-Biedl syndrome","MONDO_0015229","Other",NA,2020,2020,TRUE
"PSMA-11 Ga-68","PSMA-11 Ga-68","PSMA-11 GA-68","UCLA","CHEMBL4297335","Radioactive diagnostic","Imaging, prostate cancer",NA,NA,"Imaging",NA,2020,NA,NA
"Orladeyo","Berotralstat","BEROTRALSTAT","BioCryst","CHEMBL4594271","Plasma kallikrein inhibitor","Hereditary angioedema","hereditary angioedema","MONDO_0019623","Immunology",NA,2020,2020,FALSE
"Klisyri","Tirbanibulin","TIRBANIBULIN","Athenex","CHEMBL571546","Microtubule inhibitor","Actinic keratosis","actinic keratosis","EFO_0002496","Dermatology",NA,2020,2020,TRUE
"Margenza","Margetuximab","MARGETUXIMAB","MacroGenics","CHEMBL2364649","HER2-directed mAb","HER2-positive breast cancer","HER2 Positive Breast Carcinoma","EFO_1000294","Oncology",NA,2020,2020,TRUE
"Orgovyx","Relugolix","RELUGOLIX","Myovant Sciences","CHEMBL1800159","GnRH receptor antagonist","Prostate cancer","prostate cancer","MONDO_0008315","Oncology",NA,2020,2020,TRUE
"Ebanga","Ansuvimab","ANSUVIMAB","Ridgeback","CHEMBL4594388","Ebola glycoprotein-directed mAb","Ebola virus","Ebola hemorrhagic fever","EFO_0007243","Infectious",NA,2020,NA,NA
"Gemtesa","Vibegron","VIBEGRON","Urovant Sciences","CHEMBL2107826","Beta-3 adrenergic receptor agonist","Overactive bladder","overactive bladder","EFO_1000781","Other",NA,2020,2020,FALSE
NA,"Vericiguat","Vericiguat","Merck & Co./Bayer","CHEMBL4066936","sGC stimulator","Chronic heart failure","coronary artery disease","EFO_0001645","Cardiovascular",NA,2021,2021,TRUE
NA,"Cabotegravir; rilpivirine","Cabotegravir","ViiV","CHEMBL2403238","INSTI and an NNRTI","HIV-1 infection",NA,NA,"Infectious",NA,2021,NA,NA
NA,"Cabotegravir; rilpivirine","rilpivirine","ViiV","CHEMBL175691","INSTI and an NNRTI","HIV-1 infection",NA,NA,"Infectious",NA,2021,NA,NA
NA,"Voclosporin","Voclosporin","Aurinia","CHEMBL2218919","Calcineurin inhibitor","Lupus nephritis","lupus nephritis","EFO_0005761","Nephrology",NA,2021,2021,TRUE
NA,"Tepotinib","Tepotinib","EMD Serono","CHEMBL3402762","MET kinase inhibitor","NSCLC","non-small cell lung carcinoma","EFO_0003060","Oncology",NA,2021,2021,TRUE
NA,"Umbralisib","Umbralisib","TG Therapeutics","CHEMBL3948730","PI3Kdelta and CK1epsilon inhibitor","MZL, follicular lymphoma","MZL; follicular lymphoma","EFO_1000630; MONDO_0018906","Oncology",NA,2021,2021,TRUE
NA,"Evinacumab","Evinacumab","Regeneron","CHEMBL3545191","ANGPTL3-targeted mAb","HoFH","homozygous familial hypercholesterolemia","MONDO_0018328","Metabolic",NA,2021,2021,TRUE
NA,"Trilaciclib","Trilaciclib","G1 Therapeutics","CHEMBL3894860","CDK4 and CDK6 kinase inhibitor","Chemotherapy-induced myelosuppression","myelosuppression; small cell lung carcinoma","EFO_0007053; EFO_0000702","Oncology",NA,2021,2021,TRUE
NA,"Casimersen","Casimersen","Sarepta","CHEMBL4297566","Exon 45-skipping ASO","DMD","Duchenne muscular dystrophy","MONDO_0010679","Other",NA,2021,2021,TRUE
NA,"Fosdenopterin","Fosdenopterin","BridgeBio","CHEMBL2338675","cPMP","MoCD type A","sulfite oxidase deficiency due to molybdenum cofactor deficiency","MONDO_0020480","Other",NA,2021,NA,NA
NA,"Melphalan flufenamide","Melphalan flufenamide","Oncopeptides","CHEMBL4303060","Peptide-conjugated alkylating drug","Multiple myeloma","multiple myeloma","EFO_0001378","Oncology",NA,2021,NA,NA
NA,"Dexmethylphenidate; serdexmethylphenidate","Dexmethylphenidate","Commave Therapeutics","CHEMBL827","CNS stimulant","ADHD","attention deficit hyperactivity disorder","EFO_0003888","Psychiatric",NA,2021,2021,TRUE
NA,"Dexmethylphenidate; serdexmethylphenidate","serdexmethylphenidate","Commave Therapeutics","CHEMBL4301162","CNS stimulant","ADHD","attention deficit hyperactivity disorder","EFO_0003888","Psychiatric",NA,2021,2021,TRUE
NA,"Tivozanib","Tivozanib","Aveo","CHEMBL1289494","VEGFR kinase inhibitor","Renal cell carcinoma","renal cell carcinoma","EFO_0000681","Oncology",NA,2021,2021,TRUE
NA,"Ponesimod","Ponesimod","J&J","CHEMBL1096146","S1P receptor modulator","Relapsing multiple sclerosis","multiple sclerosis","MONDO_0005301","Other",NA,2021,2021,TRUE
NA,"Dasiglucagon","Dasiglucagon","Zealand Pharma","CHEMBL4297741","Glucagon receptor agonist","Severe hypoglycaemia","GCGR-related hyperglucagonemia","EFO_0001360","Metabolic",NA,2021,2021,TRUE
NA,"Viloxazine","Viloxazine","Supernus","CHEMBL306700","SNRI","ADHD","attention deficit hyperactivity disorder","EFO_0003888","Psychiatric",NA,2021,2021,FALSE
NA,"Drospirenone; estetrol","Drospirenone","Mayne Pharma","CHEMBL1509","Spironolactone and oestrogen analogues","To prevent pregnancy",NA,NA,"Reproductive",NA,2021,2021,FALSE
NA,"Drospirenone; estetrol","estetrol","Mayne Pharma","CHEMBL1230314","Spironolactone and oestrogen analogues","To prevent pregnancy",NA,NA,"Reproductive",NA,2021,2021,FALSE
NA,"Dostarlimab","Dostarlimab","GlaxoSmithKline","CHEMBL4298124","PD1-targeted mAb","Endometrial cancer","endometrial cancer","MONDO_0011962","Oncology",NA,2021,2021,TRUE
NA,"Loncastuximab tesirine","Loncastuximab tesirine","ADC Therapeutics","CHEMBL4297778","CD19-targeted ADC","B-cell lymphoma","B-cell non-Hodgkins lymphoma","EFO_1001938","Oncology",NA,2021,2021,TRUE
NA,"Pegcetacoplan","Pegcetacoplan","Apellis","CHEMBL4298211","Complement protein C3 inhibitor","PNH","paroxysmal nocturnal hemoglobinuria","MONDO_0100244","Other",NA,2021,2021,TRUE
NA,"Amivantamab","Amivantamab","J&J","CHEMBL4297774","EGFRxMETR bispecific antibody","EGFR exon 20-mutated NSCLC","non-small cell lung carcinoma","EFO_0003060","Oncology",NA,2021,2021,TRUE
NA,"Piflufolastat F-18","Piflufolastat F-18","Progenics","CHEMBL4297334","Radiolabelled PSMA imaging agent","Prostate cancer imaging",NA,NA,"Imaging",NA,2021,NA,NA
NA,"Infigratinib","Infigratinib","BridgeBio","CHEMBL1852688","FGFR2 kinase inhibitor","FGFR2-mutated bile duct cancer","bile duct cancer","MONDO_0003059","Oncology",NA,2021,2021,TRUE
NA,"Sotorasib","Sotorasib","Amgen","CHEMBL4535757","KRAS-G12C inhibitor","KRASG12C-mutated NSCLC","non-small cell lung carcinoma","EFO_0003060","Oncology",NA,2021,2021,TRUE
NA,"Olanzapine; samidorphan","samidorphan","Alkermes","CHEMBL426084","Atypical antipsychotic and opioid antagonist","Schizophrenia and bipolar I disorder","Schizophrenia; bipolar I disorder","MONDO_0005090; EFO_0009963","Psychiatric",NA,2021,2021,TRUE
NA,"Olanzapine; samidorphan","Olanzapine","Alkermes","CHEMBL715","Atypical antipsychotic and opioid antagonist","Schizophrenia and bipolar I disorder","Schizophrenia; bipolar I disorder","MONDO_0005090; EFO_0009963","Psychiatric",NA,2021,2021,TRUE
NA,"Ibrexafungerp","Ibrexafungerp","Scynexis","CHEMBL4297513","Triterpenoid antifungal","Vulvovaginal candidiasis",NA,NA,"Infectious",NA,2021,NA,NA
NA,"Aducanumab","Aducanumab","Biogen/Eisai","CHEMBL3039540","Amyloid-beta-targeted mAb","Alzheimers disease","Alzheimers disease","MONDO_0004975","Other",NA,2021,2021,TRUE
NA,"Asparaginase erwinia chrysanthemi","Asparaginase erwinia chrysanthemi","Jazz","CHEMBL1863514","Recombinant asparagine-specific enzyme","ALL and LBL, in patients allergic to E. coli-derived products","acute lymphoblastic leukemia; lymphoblastic lymphoma","EFO_0000220; MONDO_0000873","Oncology",NA,2021,2021,FALSE
NA,"Finerenone","Finerenone","Bayer","CHEMBL2181927","Non-steroidal MR antagonist","CKD with type 2 diabetes","chronic kidney disease","EFO_0003884","Other",NA,2021,2021,TRUE
NA,"Fexinidazole","Fexinidazole","Sanofi/DNDi","CHEMBL1631694","Nitroimidazole antimicrobial","Sleeping sickness",NA,NA,"Infectious",NA,2021,NA,NA
NA,"Belumosudil","Belumosudil","Kadmon","CHEMBL4594302","ROCK2 kinase inhibitor","Chronic GVHD","graft versus host disease","MONDO_0013730","Other",NA,2021,NA,NA
NA,"Odevixibat","Odevixibat","Albireo","CHEMBL4297588","IBAT inhibitor","Pruritus in PFIC","familial intrahepatic cholestasis","MONDO_0017290","Other",NA,2021,2021,TRUE
NA,"Anifrolumab","Anifrolumab","AstraZeneca","CHEMBL2364653","IFNAR-targeted mAb","SLE","systemic lupus erythematosus","MONDO_0007915","Other",NA,2021,2021,TRUE
NA,"Avalglucosidase alfa","Avalglucosidase alfa","Sanofi","CHEMBL4594320","Recombinant alpha-glucosidase","Pompe disease","glycogen storage disease II","MONDO_0009290","Other",NA,2021,2021,TRUE
NA,"Belzutifan","Belzutifan","Merck & Co.","CHEMBL4585668","HIF-2alpha inhibitor","von Hippel-Lindau disease","von Hippel-Lindau disease","MONDO_0008667","Oncology",NA,2021,2021,TRUE
NA,"Difelikefalin","Difelikefalin","Cara Therapeutics","CHEMBL3989915","kappa-Opioid receptor agonist","Pruritus associated with CKD","chronic kidney disease","EFO_0003884","Other",NA,2021,2021,FALSE
NA,"Lonapegsomatropin","Lonapegsomatropin","Ascendis Pharma","CHEMBL4298185","PEGylated human growth hormone","Growth failure due to GHD","Growth delay","HP_0001510","Other",NA,2021,2021,TRUE
NA,"Mobocertinib","Mobocertinib","Takeda","CHEMBL4650319","EGFR kinase inhibitor","EGFR exon 20-mutated NSCLC","non-small cell lung carcinoma","EFO_0003060","Oncology",NA,2021,2021,TRUE
NA,"Tisotumab vedotin","Tisotumab vedotin","Seagen/Genmab","CHEMBL4297841","Tissue-factor-directed ADC","Cervical cancer","cervical cancer","MONDO_0002974","Oncology",NA,2021,2021,TRUE
NA,"Atogepant","Atogepant","AbbVie","CHEMBL3991065","CGRP receptor antagonist","Episodic migraine","migraine disorder","MONDO_0005277","Other",NA,2021,2021,TRUE
NA,"Maralixibat","Maralixibat","Mirum","CHEMBL363392","IBAT inhibitor","Pruritus in Alagille syndrome","Alagille syndrome","MONDO_0007318","Other",NA,2021,2021,TRUE
NA,"Avacopan","Avacopan","ChemoCentryx","CHEMBL3989871","Complement 5a receptor antagonist","ANCA-associated vasculitis","Anti-neutrophil cytoplasmic antibody-associated vasculitis","MONDO_0015492","Cardiovascular",NA,2021,2021,FALSE
NA,"Asciminib","Asciminib","Novartis","CHEMBL4208229","ABL/BCR-ABL1  kinase inhibitor","Ph+ CML","Blast Phase Chronic Myelogenous Leukemia; BCR-ABL1 Positive","EFO_1000131","Oncology",NA,2021,2021,TRUE
NA,"Ropeginterferon alfa-2b","Ropeginterferon alfa-2b","Pharmaessentia","CHEMBL4297819","PEGylated interferon alpha-2b","Polycythaemia vera","polycythemia vera","EFO_0002429","Oncology",NA,2021,2021,TRUE
NA,"Vosoritide","Vosoritide","Biomarin","CHEMBL3707276","CNP analogue","Achondroplasia","achondroplasia","MONDO_0007037","Other",NA,2021,2021,TRUE
NA,"Maribavir","Maribavir","Takeda","CHEMBL515408","CMV pUL97 kinase inhibitor","Post-transplant CMV infection",NA,NA,"Infectious",NA,2021,NA,NA
NA,"Pafolacianine","Pafolacianine","On Target Labs","CHEMBL4297412","Fluorescent FR imaging agent","Ovarian cancer imaging",NA,NA,"Imaging",NA,2021,NA,NA
NA,"Efgartigimod alfa","Efgartigimod alfa","Argenx","CHEMBL4297551","FcRn-binding Fc fragment","Myasthenia gravis","Myasthenia gravis","EFO_0004991","Other",NA,2021,2021,FALSE
NA,"Tezepelumab","Tezepelumab","Astrazeneca/Amgen","CHEMBL3707229","TSLP-targeted mAb","Severe asthma","asthma","MONDO_0004979","Respiratory",NA,2021,2021,TRUE
NA,"Inclisiran","Inclisiran","Novartis/Alnylam","CHEMBL3990033","PCSK9-targeted siRNA","HeFH or ASCVD","coronary atherosclerosis","MONDO_0021661","Cardiovascular",NA,2021,2021,TRUE
NA,"Tralokinumab","Tralokinumab","LEO Pharma","CHEMBL1743081","IL-13-targeted mAb","Atopic dermatitis","atopic eczema","EFO_0000274","Dermatology",NA,2021,2021,TRUE
NA,"Abrocitinib","Abrocitinib","Pfizer","CHEMBL3655081","JAK inhibitor","Atopic dermatitis",NA,"EFO_0000274; HP_0000964","Dermatology",NA,2022,2022,TRUE
NA,"Adagrasib","Adagrasib","Mirati","CHEMBL4594350","KRAS-G12C inhibitor","KRASG12C-mutated NSCLC",NA,"EFO_0003060","Oncology",NA,2022,2022,TRUE
NA,"Anacaulase","Anacaulase","Mediwound",NA,"Proteolytic enzymes from pineapple plants","Eschar removal after thermal burns",NA,NA,"Other",NA,2022,NA,NA
NA,"Daridorexant","Daridorexant","Idorsia","CHEMBL4297590","Orexin receptor antagonist","Insomnia",NA,"EFO_0004698; EFO_0005271","Other",NA,2022,2022,TRUE
NA,"DaxibotulinumtoxinA","DaxibotulinumtoxinA","Revance","CHEMBL3707359","Botulinum toxin","Glabellar lines",NA,"HP_0009762","Other",NA,2022,2022,FALSE
NA,"Deucravacitinib","Deucravacitinib","Bristol Myers Squibb","CHEMBL4435170","TYK2 inhibitor","Plaque psoriasis",NA,"EFO_1001494","Dermatology",NA,2022,2022,TRUE
NA,"Eflapegrastim","Eflapegrastim","Spectrum","CHEMBL3833384","Leukocyte growth factor","Incidence of infection in non-myeloid malignancies, with myelosuppressive drugs",NA,"EFO_0000544","Infectious",NA,2022,2022,TRUE
NA,"Faricimab","Faricimab","Roche/Genentech","CHEMBL4297750","VEGF _ ANG2 bispecific antibody","nAMD and DME",NA,"EFO_0001365","Ophthalmology",NA,2022,2022,TRUE
NA,"Futibatinib","Futibatinib","Taiho Oncology","CHEMBL3701238","FGFR kinase inhibitor","FGFR2-aberrant intrahepatic cholangiocarcinoma",NA,"EFO_0005221","Oncology",NA,2022,2022,TRUE
NA,"Gadopiclenol","Gadopiclenol","Guerbet","CHEMBL4297634","Gadolinium-based contrast agent","Lesions with abnormal vascularity",NA,NA,"Imaging",NA,2022,NA,NA
NA,"Ganaxolone","Ganaxolone","Marinus","CHEMBL1568698","GABAA receptor positive allosteric modulator","Seizures associated with CDD",NA,"HP_0200134","Other",NA,2022,2022,TRUE
NA,"Lenacapavir","Lenacapavir","Gilead","CHEMBL4594438","HIV-1 capsid inhibitor","HIV-1 infection",NA,"EFO_0000180","Infectious",NA,2022,NA,NA
NA,"Lutetium Lu-177 vipivotide tetraxetan","Lutetium Lu-177 vipivotide tetraxetan","Novartis","CHEMBL4594406","PSMA-binding radioligand therapeutic agent","PSMA-positive prostate cancer",NA,"EFO_0001663","Oncology",NA,2022,2022,TRUE
NA,"Mavacamten","Mavacamten","Bristol Myers Squibb","CHEMBL4297517","Cardiac myosin inhibitor","Classes of obstructive HCM (Hypertrophic Obstructive Cardiomyopathy)",NA,"EFO_0000538","Cardiovascular",NA,2022,2022,TRUE
NA,"Mirvetuximab soravtansine","Mirvetuximab soravtansine","ImmunoGen","CHEMBL3545132","FR_-targeted antibody-drug conjugate","Ovarian cancer",NA,"EFO_0001075","Oncology",NA,2022,2022,TRUE
NA,"Mitapivat","Mitapivat","Agios","CHEMBL4299940","Pyruvate kinase activator","Haemolytic anaemia due to PK deficiency",NA,"EFO_0005558","Other",NA,2022,2022,TRUE
NA,"Mosunetuzumab","Mosunetuzumab","Roche/Genentech","CHEMBL4297788","CD20 _ CD3 bispecific antibody","Follicular lymphoma",NA,"MONDO_0018906","Oncology",NA,2022,2022,TRUE
NA,"Olipudase alfa","Olipudase alfa","Sanofi/Genzyme","CHEMBL3707358","Acid sphingomyelinase ERT","Acid sphingomyelinase deficiency",NA,"MONDO_0100464","Other",NA,2022,2022,TRUE
NA,"Olutasidenib","Olutasidenib","Rigel/Forma","CHEMBL4297610","IDH1 inhibitor","IDH1-mutated AML",NA,"EFO_0000222","Oncology",NA,2022,2022,TRUE
NA,"Omidenepag isopropyl","Omidenepag isopropyl","Santen","CHEMBL4297666","Prostaglandin E2 receptor agonist","Intraocular pressure in open-angle glaucoma or ocular hypertension",NA,"EFO_1001069; EFO_0004190","Ophthalmology",NA,2022,2022,FALSE
NA,"Oteseconazole","Oteseconazole","Mycovia","CHEMBL3311228","Azole antifungal","Vulvovaginal candidiasis",NA,"EFO_0007543","Infectious",NA,2022,NA,NA
NA,"Pacritinib","Pacritinib","CTI Biopharma","CHEMBL2035187","JAK2 inhibitor","Myelofibrosis",NA,"MONDO_0044903","Oncology",NA,2022,2022,TRUE
NA,"Relatlimab; nivolumab","Relatlimab","Bristol Myers Squibb","CHEMBL3990044","LAG3-targeted mAb plus PD1-targeted mAb","Melanoma",NA,"EFO_0000756; EFO_0002617; EFO_0002617","Oncology",NA,2022,2022,TRUE
NA,"Relatlimab; nivolumab","nivolumab","Bristol Myers Squibb","CHEMBL2108738","LAG3-targeted mAb plus PD1-targeted mAb","Melanoma",NA,"EFO_0000756; EFO_0002617; EFO_0002617","Oncology",NA,2022,2022,TRUE
NA,"Sodium phenylbutyrate; taurursodiol","Sodium phenylbutyrate","Amylyx","CHEMBL1746","Mechanism unknown","Amyotrophic lateral sclerosis",NA,"MONDO_0004976","Other",NA,2022,NA,NA
NA,"Sodium phenylbutyrate; taurursodiol","taurursodiol","Amylyx","CHEMBL272427","Mechanism unknown","Amyotrophic lateral sclerosis",NA,"MONDO_0004976","Other",NA,2022,NA,NA
NA,"Spesolimab","Spesolimab","Boehringer Ingelheim","CHEMBL4297911","IL-36R-targeted mAb","Generalized pustular psoriasis flares",NA,"MONDO_0013626","Dermatology",NA,2022,2022,TRUE
NA,"Sutimlimab","Sutimlimab","Bioverativ","CHEMBL4297832","C1s-targeted mAb","RBC transfusion due to haemolysis in CAD (cold agglutinin disease)",NA,"EFO_1001264","Autoimmune",NA,2022,2022,FALSE
