"","id","name"
"3687","CHEMBL3833330","CINPANEMAB"
"3688","CHEMBL539204","N-Chlorotaurine"
"3689","CHEMBL94809","HEXADECANESULFONYL FLUORIDE"
"3690","CHEMBL1078685","TOPIROXOSTAT"
"3691","CHEMBL521703","CHEMBL521703"
"3692","CHEMBL456163","CHEMBL456163"
"3693","CHEMBL1079742","ERLOTINIB HYDROCHLORIDE"
"3694","CHEMBL1207444","SEMDURAMICIN"
"3695","CHEMBL22097","LORMETAZEPAM"
"3696","CHEMBL2103854","OMADACYCLINE TOSYLATE"
"3697","CHEMBL3544959","ARRY-382"
"3698","CHEMBL1767408","DIQUAFOSOL TETRASODIUM"
"3699","CHEMBL8600","DOM"
"3700","CHEMBL1082","AMOXICILLIN"
"3701","CHEMBL1256696","CARBETAPENTANE CITRATE"
"3702","CHEMBL1200949","BETAZOLE HYDROCHLORIDE"
"3703","CHEMBL1318150","ASPOXICILLIN"
"3704","CHEMBL3545420","AG-24322"
"3705","CHEMBL412531","THYMOSIN"
"3706","CHEMBL437","SULFATHIAZOLE"
"3707","CHEMBL1213270","CHEMBL1213270"
"3708","CHEMBL595573","MK-0557"
"3709","CHEMBL4298192","SUVODIRSEN"
"3710","CHEMBL3989934","AVADOMIDE"
"3711","CHEMBL3545247","CAL-263"
"3712","CHEMBL1201580","ADALIMUMAB"
"3713","CHEMBL305380","BUPRANOLOL"
"3714","CHEMBL1200510","ERYTHROMYCIN STEARATE"
"3715","CHEMBL7983","PROPYL GALLATE"
"3716","CHEMBL158","AZTREONAM"
"3717","CHEMBL1485","ARGININE"
"3718","CHEMBL3545153","DE-104"
"3719","CHEMBL306823","SODIUM DICHLOROACETATE"
"3720","CHEMBL4297748","EP-100"
"3721","CHEMBL1200570","MEGLUMINE"
"3722","CHEMBL2105424","ROMIFIDINE"
"3723","CHEMBL484780","CHEMBL484780"
"3724","CHEMBL1201038","ACRISORCIN"
"3725","CHEMBL1464","WARFARIN"
"3726","CHEMBL448343","LESOGABERAN"
"3727","CHEMBL316388","CHEMBL316388"
"3728","CHEMBL4297186","NIPEROTIDINE"
"3729","CHEMBL4802185","TTI-622"
"3730","CHEMBL1172","DESLORATADINE"
"3731","CHEMBL1230661","CHEMBL1230661"
"3732","CHEMBL488280","PROPATYL NITRATE"
"3733","CHEMBL3990046","ELIVALDOGENE TAVALENTIVEC"
"3734","CHEMBL2110809","CAPTODIAME"
"3735","CHEMBL357217","ES-936"
"3736","CHEMBL1201457","CELLULOSE SODIUM PHOSPHATE"
"3737","CHEMBL1231453","CHEMBL1231453"
"3738","CHEMBL498","CHLORPROPAMIDE"
"3739","CHEMBL4079239","JNJ-54175446"
"3740","CHEMBL1213456","NEMONOXACIN"
"3741","CHEMBL1200774","FLUPREDNISOLONE"
"3742","CHEMBL121626","TOLFENAMIC ACID"
"3743","CHEMBL2108287","APRINOCARSEN"
"3744","CHEMBL221735","CHEMBL221735"
"3745","CHEMBL1232381","CHEMBL1232381"
"3746","CHEMBL3678958","SKLB1028"
"3747","CHEMBL1697782","METHYLPREDNISOLONE ACEPONATE"
"3748","CHEMBL2108894","ALGINIC ACID"
"3749","CHEMBL301213","CHEMBL301213"
"3750","CHEMBL2251610","ETHYL SALICYLATE"
"3751","CHEMBL2107846","DULANERMIN"
"3752","CHEMBL1230575","MENAQUINONE 7"
"3753","CHEMBL1169490","4'-THIO-2'-DEOXYCYTIDINE"
"3754","CHEMBL1743085","URELUMAB"
"3755","CHEMBL2109610","HUMIK-BETA-1"
"3756","CHEMBL2095222","OCRIPLASMIN"
"3757","CHEMBL14245","BUTYL ALCOHOL"
"3758","CHEMBL3989941","TINOSTAMUSTINE"
"3759","CHEMBL480558","GSI-136"
"3760","CHEMBL559478","SSR180711"
"3761","CHEMBL7863","APROBARBITAL"
"3762","CHEMBL32800","FENOTEROL"
"3763","CHEMBL3545174","GSK2881078"
"3764","CHEMBL2105665","ELACYTARABINE"
"3765","CHEMBL70352","BENACTYZINE"
"3766","CHEMBL2109283","BICIROMAB BRALLOBARBITAL"
"3767","CHEMBL4594473","ESCIN"
"3768","CHEMBL272621","HYODEOXYCHOLIC_ACID"
"3769","CHEMBL415087","CLOPERASTINE"
"3770","CHEMBL1946170","REGORAFENIB"
"3771","CHEMBL297273","CHEMBL297273"
"3772","CHEMBL4594596","REGN-4659"
"3773","CHEMBL3707397","MR-1817"
"3774","CHEMBL2105661","LITRONESIB"
"3775","CHEMBL1743020","FORALUMAB"
"3776","CHEMBL265758","CHEMBL265758"
"3777","CHEMBL282575","ESTRADIOL BENZOATE"
"3778","CHEMBL279107","INS(1,4,5)P3"
"3779","CHEMBL3039542","CIMAGLERMIN ALFA"
"3780","CHEMBL278519","CLORINDIONE"
"3781","CHEMBL416230","DECOQUINATE"
"3782","CHEMBL4650296","BOS-589"
"3783","CHEMBL109367","CHEMBL109367"
"3784","CHEMBL1235676","CHEMBL1235676"
"3785","CHEMBL2021423","MAGNESIUM SULFATE ANHYDROUS"
"3786","CHEMBL1198650","CHEMBL1198650"
"3787","CHEMBL518043","FEDOVAPAGON"
"3788","CHEMBL190677","BENZOIN"
"3789","CHEMBL1201568","PEGFILGRASTIM"
"3790","CHEMBL2107254","CLOXAZOLAM"
"3791","CHEMBL1328968","MELENGESTROL ACETATE"
"3792","CHEMBL3545086","LY2881835"
"3793","CHEMBL2104404","EMODEPSIDE"
"3794","CHEMBL111575","CHEMBL111575"
"3795","CHEMBL1201325","HEXOCYCLIUM"
"3796","CHEMBL2108403","EPITUMOMAB"
"3797","CHEMBL1277072","HENATINIB"
"3798","CHEMBL187709","TRIPARANOL"
"3799","CHEMBL3251296","TK-112690"
"3800","CHEMBL1466","DICUMAROL"
"3801","CHEMBL4297674","BRANEBRUTINIB"
"3802","CHEMBL1909289","XENAZOIC ACID"
"3803","CHEMBL606260","CARBENICILLIN DISODIUM"
"3804","CHEMBL129857","AS-602868"
"3805","CHEMBL1095299","CINAZEPAM"
"3806","CHEMBL381806","CHEMBL381806"
"3807","CHEMBL1233973","Lauryldimethylamine N-Oxide"
"3808","CHEMBL1201355","CERULETIDE"
"3809","CHEMBL230158","SELADELPAR"
"3810","CHEMBL2108248","ANATUMOMAB MAFENATOX"
"3811","CHEMBL1743071","SIRUKUMAB"
"3812","CHEMBL1528","SODIUM FLUORIDE"
"3813","CHEMBL352764","A-357300"
"3814","CHEMBL153983","RONIFIBRATE"
"3815","CHEMBL1452696","FEPRAZONE"
"3816","CHEMBL813","EPROSARTAN"
"3817","CHEMBL1208829","ITX-5061"
"3818","CHEMBL4594554","TAFOLECIMAB"
"3819","CHEMBL1200421","TECHNETIUM TC 99M MEBROFENIN"
"3820","CHEMBL126","LINEZOLID"
"3821","CHEMBL1743003","CONATUMUMAB"
"3822","CHEMBL419186","CHEMBL419186"
"3823","CHEMBL1255800","FIDAXOMICIN"
"3824","CHEMBL4594234","FIRTECAN PEGOL"
"3825","CHEMBL15413","FLOMOXEF"
"3826","CHEMBL295830","CYCLOLEUCINE"
"3827","CHEMBL1201148","MEPREDNISONE"
"3828","CHEMBL376505","CHEMBL376505"
"3829","CHEMBL275084","ISOBUTYLMETHYLXANTHINE"
"3830","CHEMBL3545092","CR 1447"
"3831","CHEMBL1159524","GLUCURONATE"
"3832","CHEMBL2109143","METAPROTERENOL POLISTIREX"
"3833","CHEMBL4650359","OVATODIOLIDE"
"3834","CHEMBL95681","BUTYROLACTONE"
"3835","CHEMBL2028661","AZILSARTAN MEDOXOMIL"
"3836","CHEMBL2105740","SITAXENTAN SODIUM"
"3837","CHEMBL1744447","ROSUVASTATIN CALCIUM"
"3838","CHEMBL32190","CHEMBL32190"
"3839","CHEMBL4297422","RG-4733"
"3840","CHEMBL1222250","DEXTROSE"
"3841","CHEMBL2109334","INEBILIZUMAB"
"3842","CHEMBL815","DINOPROST"
"3843","CHEMBL491960","CAMBINOL"
"3844","CHEMBL1271162","LY-517717"
"3845","CHEMBL4297859","AZINTUXIZUMAB VEDOTIN"
"3846","CHEMBL471","SOTALOL"
"3847","CHEMBL1684984","PA-799"
"3848","CHEMBL354201","2,3-Dimethyl-[1,4]Naphthoquinone"
"3849","CHEMBL1382","TOLTERODINE"
"3850","CHEMBL203631","CHEMBL203631"
"3851","CHEMBL2104116","CHLORHEXADOL"
"3852","CHEMBL398338","ABT-102"
"3853","CHEMBL8224","CHEMBL8224"
"3854","CHEMBL1940832","MILVETEROL"
"3855","CHEMBL415","CLOMIPRAMINE"
"3856","CHEMBL1234956","FR258900"
"3857","CHEMBL1200955","MYCOPHENOLATE MOFETIL HYDROCHLORIDE"
"3858","CHEMBL1667969","SAR-407899"
"3859","CHEMBL4303187","SETANAXIB"
"3860","CHEMBL1201103","METHOXAMINE HYDROCHLORIDE"
"3861","CHEMBL19612","SPERMIDINE"
"3862","CHEMBL2109050","LAUROMACROGOL 400"
"3863","CHEMBL1076637","D-Tyrosine"
"3864","CHEMBL2110857","LAVOLTIDINE"
"3865","CHEMBL539697","DABIGATRAN ETEXILATE"
"3866","CHEMBL1324","TOLCAPONE"
"3867","CHEMBL486174","PECILOCIN"
"3868","CHEMBL22108","DIMETHINDENE"
"3869","CHEMBL284362","[(4-Ethylphenyl)Amino]Carbonylphosphonic Acid"
"3870","CHEMBL38700","ELVUCITABINE"
"3871","CHEMBL2041980","MMV-390048"
"3872","CHEMBL2111030","PROTHIPENDYL"
"3873","CHEMBL479960","CHEMBL479960"
"3874","CHEMBL3547132","FLUORODOPA"
"3875","CHEMBL3918017","SELETRACETAM"
"3876","CHEMBL4298104","CBS-9106"
"3877","CHEMBL2180604","TAK-593"
"3878","CHEMBL515","CHLORAMBUCIL"
"3879","CHEMBL2109219","PERTUSSIS VACCINE"
"3880","CHEMBL1499","CORTISONE"
"3881","CHEMBL3545389","LY2245461"
"3882","CHEMBL3707239","ETOFYLLINE NICOTINATE"
"3883","CHEMBL1187","PHOSPHORIC ACID"
"3884","CHEMBL3659477","VAROGLUTAMSTAT"
"3885","CHEMBL121810","GANSTIGMINE"
"3886","CHEMBL194126","CHEMBL194126"
"3887","CHEMBL300138","ENZASTAURIN"
"3888","CHEMBL2107457","ITOPRIDE"
"3889","CHEMBL4209157","LIFIRAFENIB"
"3890","CHEMBL4541964","ZATOLMILAST"
"3891","CHEMBL343480","DIMETHYLALLYL DIPHOSPHATE"
"3892","CHEMBL1076257","CHEMBL1076257"
"3893","CHEMBL3707359","DAXIBOTULINUMTOXINA"
"3894","CHEMBL3989825","CYCLOGUANIL PAMOATE"
"3895","CHEMBL1201231","PREDNISOLONE PHOSPHORIC ACID"
"3896","CHEMBL1743046","NARNATUMAB"
"3897","CHEMBL4301914","CONTEZOLID ACEFOSAMIL"
"3898","CHEMBL4297566","CASIMERSEN"
"3899","CHEMBL272114","CHEMBL272114"
"3900","CHEMBL4297692","ALX-0171"
"3901","CHEMBL3545330","MSX-122"
"3902","CHEMBL1743036","LEXATUMUMAB"
"3903","CHEMBL1969664","AZD-1080"
"3904","CHEMBL566","URACIL"
"3905","CHEMBL494089","GSK-690693"
"3906","CHEMBL2109229","OBLIMERSEN SODIUM"
"3907","CHEMBL2109636","VILOBELIMAB"
"3908","CHEMBL3989750","GLUCOSAMINE SULFATE"
"3909","CHEMBL456237","LXR-623"
"3910","CHEMBL2338329","ROXADUSTAT"
"3911","CHEMBL1083659","SUVOREXANT"
"3912","CHEMBL1200978","ARSENIC TRIOXIDE"
"3913","CHEMBL433","VALPROATE SODIUM"
"3914","CHEMBL1200431","GADOPENTETATE DIMEGLUMINE"
"3915","CHEMBL23838","PARAOXON"
"3916","CHEMBL3545289","AZD2207"
"3917","CHEMBL1743008","DROZITUMAB"
"3918","CHEMBL4594246","SULOPENEM ETZADROXIL"
"3919","CHEMBL24811","Phosphoric Acid Cyclohexylmethyl Ester 2-Formyl-Phenyl Ester"
"3920","CHEMBL1678","DONEPEZIL HYDROCHLORIDE"
"3921","CHEMBL1233636","INDOXYL SULFATE"
"3922","CHEMBL1672054","CASOPITANT"
"3923","CHEMBL1257030","LONIDAMINE"
"3924","CHEMBL3338194","BMS-903452"
"3925","CHEMBL447878","N-ACETYLGLUCOSAMINE "
"3926","CHEMBL1201637","LIPASE (PANCRELIPASE)"
"3927","CHEMBL13376","CLOMETACIN"
"3928","CHEMBL3707228","PLOZALIZUMAB"
"3929","CHEMBL105318","ALOVUDINE"
"3930","CHEMBL410448","CHEMBL410448"
"3931","CHEMBL305178","CHEMBL305178"
"3932","CHEMBL2111086","CANFOSFAMIDE"
"3933","CHEMBL3039566","SUCROFERRIC OXYHYDROXIDE"
"3934","CHEMBL28319","QUESTIOMYCIN B"
"3935","CHEMBL368347","(+)-SECOISOLARICIRESINOL"
"3936","CHEMBL4297694","ANFIBATIDE"
"3937","CHEMBL3186453","CHEMBL3186453"
"3938","CHEMBL100109","CHEMBL100109"
"3939","CHEMBL2252704","(+)-(6S)-PARASORBIC ACID"
"3940","CHEMBL4594589","RETINOIC ACID RECEPTOR .GAMMA."
"3941","CHEMBL844","BRIMONIDINE"
"3942","CHEMBL2442750","QAV680"
"3943","CHEMBL4650344","SUNOBINOP"
"3944","CHEMBL1234254","CHEMBL1234254"
"3945","CHEMBL468837","HEPTABARBITAL"
"3946","CHEMBL2096635","UREA C 14"
"3947","CHEMBL2443262","OLICERIDINE"
"3948","CHEMBL4093031","BMS-929075"
"3949","CHEMBL2104790","MEPHENOXALONE"
"3950","CHEMBL31962","BUTYL BORONIC ACID"
"3951","CHEMBL2106483","VILOXAZINE HYDROCHLORIDE"
"3952","CHEMBL1933349","MK-0893"
"3953","CHEMBL478464","CHEMBL478464"
"3954","CHEMBL1200685","XENON XE 133"
"3955","CHEMBL904","DEXMETHYLPHENIDATE HYDROCHLORIDE"
"3956","CHEMBL2109506","HU3S193"
"3957","CHEMBL1200531","ALFENTANIL HYDROCHLORIDE"
"3958","CHEMBL4650302","MPC-5971"
"3959","CHEMBL2109374","TRC-093"
"3960","CHEMBL1200979","DEXPANTHENOL"
"3961","CHEMBL2109381","BHQ-880"
"3962","CHEMBL4297318","PG-530742"
"3963","CHEMBL3544966","GSK-1059615"
"3964","CHEMBL407009","CHEMBL407009"
"3965","CHEMBL75691","CHEMBL75691"
"3966","CHEMBL490730","CHEMBL490730"
"3967","CHEMBL2","PRAZOSIN"
"3968","CHEMBL4300945","AZELOPRAZOLE"
"3969","CHEMBL180570","MEDRONIC ACID"
"3970","CHEMBL4650257","CEPADACURSEN SODIUM"
"3971","CHEMBL109831","DEXELVUCITABINE"
"3972","CHEMBL1187694","QUIFENADINE"
"3973","CHEMBL1235541","2-MERCAPTOPYRIDINE"
"3974","CHEMBL491473","CEDIRANIB"
"3975","CHEMBL146927","CPP-115"
"3976","CHEMBL1230893","CHEMBL1230893"
"3977","CHEMBL2105705","LUNACALCIPOL"
"3978","CHEMBL87647","R-185545"
"3979","CHEMBL4594271","BEROTRALSTAT"
"3980","CHEMBL251935","OCIMARIN"
"3981","CHEMBL93","ZILEUTON"
"3982","CHEMBL1230245","RONOPTERIN"
"3983","CHEMBL2109648","REGN-846"
"3984","CHEMBL1201336","FOSPHENYTOIN"
"3985","CHEMBL6622","ISOSORBIDE DINITRATE"
"3986","CHEMBL3707323","SOMAVARATAN"
"3987","CHEMBL571700","BIS(DIMETHYLAMINETHIOCARBONYL)MONOSULFIDE"
"3988","CHEMBL3185022","CHROMIUM PICOLINATE"
"3989","CHEMBL2375161","SUROTOMYCIN"
"3990","CHEMBL4297214","PRALICIGUAT"
"3991","CHEMBL3545134","LY-2780301"
"3992","CHEMBL4594481","MEDI-547"
"3993","CHEMBL4650309","IM-156"
"3994","CHEMBL282614","ELTOPRAZINE"
"3995","CHEMBL1218","RAMELTEON"
"3996","CHEMBL4297992","IMGN-779"
"3997","CHEMBL261723","CHEMBL261723"
"3998","CHEMBL3184906","CEFPROZIL"
"3999","CHEMBL4301600","BMS-823778"
"4000","CHEMBL1076544","BOSCALID"
"4001","CHEMBL58792","FLUANISONE"
"4002","CHEMBL4297948","ERY-974"
"4003","CHEMBL147806","GSK-369796"
"4004","CHEMBL1395","METHYLTESTOSTERONE"
"4005","CHEMBL3545221","AZD2423"
"4006","CHEMBL4297270","BMS-986020"
"4007","CHEMBL1232952","GIBBERELLIN A3"
"4008","CHEMBL2108280","CENERSEN"
"4009","CHEMBL1201120","REMIFENTANIL HYDROCHLORIDE"
"4010","CHEMBL2103799","COBIPROSTONE"
"4011","CHEMBL4297941","DSTA-4637S"
"4012","CHEMBL1235533","CHEMBL1235533"
"4013","CHEMBL67279","TALABOSTAT"
"4014","CHEMBL3545167","FE 202767"
"4015","CHEMBL607048","18-METHOXYCORONARIDINE"
"4016","CHEMBL2096660","SAMARIUM SM 153 LEXIDRONAM PENTASODIUM"
"4017","CHEMBL443030","CHEMBL443030"
"4018","CHEMBL4802134","H-100"
"4019","CHEMBL3590674","ABT-639"
"4020","CHEMBL98350","LY-294002"
"4021","CHEMBL2040681","SPINOSAD"
"4022","CHEMBL285802","ZOTEPINE"
"4023","CHEMBL3990001","COSFROVIXIMAB"
"4024","CHEMBL3945728","ABX-1431"
"4025","CHEMBL1743010","ELOTUZUMAB"
"4026","CHEMBL446785","CROCIN"
"4027","CHEMBL3989858","MAGNESIUM ACETATE TETRAHYDRATE"
"4028","CHEMBL4650329","AFIMETORAN"
"4029","CHEMBL1443577","SULFACHLORPYRIDAZINE"
"4030","CHEMBL1205402","OXI-4503"
"4031","CHEMBL1555","GALANTAMINE HYDROBROMIDE"
"4032","CHEMBL591501","PF-03049423"
"4033","CHEMBL340978","BENOXAPROFEN"
"4034","CHEMBL1289","HALOPROGIN"
"4035","CHEMBL2218898","BARUSIBAN"
"4036","CHEMBL4650410","NOVAFERON"
"4037","CHEMBL2105566","FENPROPOREX"
"4038","CHEMBL63560","(R)-BICALUTAMIDE"
"4039","CHEMBL4300152","SILVER DIAMMINE FLUORIDE"
"4040","CHEMBL592374","AMITIFADINE"
"4041","CHEMBL9225","MESO-HEXESTROL"
"4042","CHEMBL526688","CHEMBL526688"
"4043","CHEMBL11662","OZAGREL"
"4044","CHEMBL2109085","DETUMOMAB"
"4045","CHEMBL220513","CHEMBL220513"
"4046","CHEMBL3545081","RG-7304"
"4047","CHEMBL1200803","SOLIFENACIN SUCCINATE"
"4048","CHEMBL1339","VARDENAFIL HYDROCHLORIDE"
"4049","CHEMBL498672","CANNABIDIOL ACID"
"4050","CHEMBL2106755","MAGNESIUM SALICYLATE"
"4051","CHEMBL298827","(S)-THIORPHAN"
"4052","CHEMBL2109570","SONEPCIZUMAB"
"4053","CHEMBL2151437","AZD0328"
"4054","CHEMBL3939295","H3B-6527"
"4055","CHEMBL226345","ADENINE"
"4056","CHEMBL2106179","FASORACETAM"
"4057","CHEMBL2108674","RAMATERCEPT"
"4058","CHEMBL506981","REMINERTANT"
"4059","CHEMBL1237066","CALCIUM GLUCEPTATE"
"4060","CHEMBL476189","N6-(2-Isopentenyl)Adenine"
"4061","CHEMBL97893","FOSFRUCTOSE"
"4062","CHEMBL370437","CHEMBL370437"
"4063","CHEMBL2108243","CORN OIL"
"4064","CHEMBL4567446","CLESACOSTAT"
"4065","CHEMBL1454","LEVAMISOLE"
"4066","CHEMBL1412","PIPERAZINE"
"4067","CHEMBL2105967","ADELMIDROL"
"4068","CHEMBL993","THYMINE"
"4069","CHEMBL1790180","ENDOTHELIN 3"
"4070","CHEMBL436947","CHEMBL436947"
"4071","CHEMBL120708","CHEMBL120708"
"4072","CHEMBL2095208","COBICISTAT"
"4073","CHEMBL1200523","CEFAZOLIN SODIUM"
"4074","CHEMBL4298083","BALORAMOTIDE"
"4075","CHEMBL431","SPIRAPRIL"
"4076","CHEMBL4298076","BEVIFIMOD"
"4077","CHEMBL2107914","OPIUM"
"4078","CHEMBL1160594","CHEMBL1160594"
"4079","CHEMBL1663","PERFLUTREN"
"4080","CHEMBL434785","CHEMBL434785"
"4081","CHEMBL376388","CHEMBL376388"
"4082","CHEMBL2103870","LUMACAFTOR"
"4083","CHEMBL1698011","TRENBOLONE ACETATE"
"4084","CHEMBL2108387","LANOLIN"
"4085","CHEMBL202609","CHEMBL202609"
"4086","CHEMBL3833391","CLOFEZONE"
"4087","CHEMBL1110","ALOSETRON"
"4088","CHEMBL29609","PLECONARIL"
"4089","CHEMBL570680","ARTEROLANE"
"4090","CHEMBL1908370","FINAFLOXACIN"
"4091","CHEMBL1200770","IOCETAMIC ACID"
"4092","CHEMBL2062266","DIHYDROCODEINE BITARTRATE"
"4093","CHEMBL330829","ETOZOLIN"
"4094","CHEMBL464345","GLUCONIC ACID"
"4095","CHEMBL3544978","ZOLIFLODACIN"
"4096","CHEMBL4297816","PX-478"
"4097","CHEMBL496942","CHEMBL496942"
"4098","CHEMBL31422","MALTOL"
"4099","CHEMBL1200831","SPIRAPRIL HYDROCHLORIDE"
"4100","CHEMBL4802148","E-7130"
"4101","CHEMBL1200629","VECURONIUM BROMIDE"
"4102","CHEMBL4297501","AFABICIN"
"4103","CHEMBL277945","SULTOPRIDE"
"4104","CHEMBL445162","CHEMBL445162"
"4105","CHEMBL1077","BROMFENAC"
"4106","CHEMBL4297889","AVACINCAPTAD PEGOL SODIUM"
"4107","CHEMBL4297879",".ALPHA.1-PROTEINASE INHIBITOR HUMAN"
"4108","CHEMBL4297187","DERAZANTINIB"
"4109","CHEMBL3707312","ETRIPAMIL"
"4110","CHEMBL2104164","CAROXAZONE"
"4111","CHEMBL3544923","LABETUZUMAB GOVITECAN"
"4112","CHEMBL437557","CHEMBL437557"
"4113","CHEMBL67","COMBRETASTATIN A4"
"4114","CHEMBL3544906","BENZPHETAMINE HYDROCHLORIDE"
"4115","CHEMBL3545131","ISATUXIMAB"
"4116","CHEMBL3990854","CERIUM OXALATE"
"4117","CHEMBL36342","OCTENIDINE HYDROCHLORIDE"
"4118","CHEMBL1231891","COPROPORPHYRINOGEN-III"
"4119","CHEMBL4303611","PFK-158"
"4120","CHEMBL371064","BALICATIB"
"4121","CHEMBL592878","CHEMBL592878"
"4122","CHEMBL2103839","RIDAFOROLIMUS"
"4123","CHEMBL278894","CHEMBL278894"
"4124","CHEMBL2109168","DEXTRAN 40"
"4125","CHEMBL4650392","DOMVANALIMAB"
"4126","CHEMBL332935","CHEMBL332935"
"4127","CHEMBL1237054","PLICAMYCIN"
"4128","CHEMBL462170","CHEMBL462170"
"4129","CHEMBL3707317","LOREDIPLON"
"4130","CHEMBL2107313","BECATECARIN"
"4131","CHEMBL3822503","EXEPORFINIUM CHLORIDE"
"4132","CHEMBL443684","NAVITOCLAX"
"4133","CHEMBL284733","DICLAZURIL"
"4134","CHEMBL2109388","FUTUXIMAB"
"4135","CHEMBL1201606","IBRITUMOMAB TIUXETAN"
"4136","CHEMBL1448","NICLOSAMIDE"
"4137","CHEMBL1095097","EPLERENONE"
"4138","CHEMBL1183717","ALMITRINE"
"4139","CHEMBL392452","CHEMBL392452"
"4140","CHEMBL2107909","RABIES VACCINE"
"4141","CHEMBL46286","OMACETAXINE MEPESUCCINATE"
"4142","CHEMBL23293","SALIRASIB"
"4143","CHEMBL1082508","LANDIPIRDINE"
"4144","CHEMBL197084","TROFINETIDE"
"4145","CHEMBL1715","PIOGLITAZONE HYDROCHLORIDE"
"4146","CHEMBL1200375","EDETATE CALCIUM DISODIUM"
"4147","CHEMBL2104030","ARANIDIPINE"
"4148","CHEMBL24171","BERGAPTEN"
"4149","CHEMBL69308","PELUBIPROFEN"
"4150","CHEMBL2103991","BALAGLITAZONE"
"4151","CHEMBL46","ONDANSETRON"
"4152","CHEMBL842","CHLOROTHIAZIDE"
"4153","CHEMBL1230191","TRIPHOSPHATE"
"4154","CHEMBL382311","CHEMBL382311"
"4155","CHEMBL4071864","GSK2982772"
"4156","CHEMBL114070","DINITROPHENYLENE"
"4157","CHEMBL419362","Ro-264550"
"4158","CHEMBL329363","CHEMBL329363"
"4159","CHEMBL1237123","DOXACURIUM"
"4160","CHEMBL1234354","PF-04691502"
"4161","CHEMBL2108139","POVIDONE"
"4162","CHEMBL2107288","TROLAMINE SALICYLATE"
"4163","CHEMBL3707352","POLICOSANOL"
"4164","CHEMBL71595","HYDROGEN PEROXIDE"
"4165","CHEMBL1200554","TRIPTORELIN PAMOATE"
"4166","CHEMBL2110703","TILETAMINE"
"4167","CHEMBL4462530","AZD-4573"
"4168","CHEMBL3301589","ENFORTUMAB VEDOTIN"
"4169","CHEMBL1531","ETONOGESTREL"
"4170","CHEMBL560403","DEOXYCYTIDINE TRIPHOSPHATE"
"4171","CHEMBL191146","CHEMBL191146"
"4172","CHEMBL1615807","INDOCYANINE GREEN"
"4173","CHEMBL19215","METERGOLINE"
"4174","CHEMBL1201581","INFLIXIMAB"
"4175","CHEMBL3545352","P-1037"
"4176","CHEMBL456","ETHACRYNIC ACID"
"4177","CHEMBL2108938","CADEXOMER IODINE"
"4178","CHEMBL4297832","SUTIMLIMAB"
"4179","CHEMBL379692","CHEMBL379692"
"4180","CHEMBL55483","CHEMBL55483"
"4181","CHEMBL359164","TROXACITABINE"
"4182","CHEMBL3990029","RISANKIZUMAB"
"4183","CHEMBL313971","ZUCAPSAICIN"
"4184","CHEMBL467754","CHITODEXTRIN"
"4185","CHEMBL2106309","HYDROCORTISONE ACEPONATE"
"4186","CHEMBL4650301","ALZ-801"
"4187","CHEMBL4650398","HEPALATIDE"
"4188","CHEMBL425252","CHEMBL425252"
"4189","CHEMBL1200881","MINOCYCLINE HYDROCHLORIDE"
"4190","CHEMBL1200947","METIPRANOLOL HYDROCHLORIDE"
"4191","CHEMBL38434","BREQUINAR"
"4192","CHEMBL3793226","GSK-945237"
"4193","CHEMBL13280","FLUNITRAZEPAM"
"4194","CHEMBL14","CARBACHOL"
"4195","CHEMBL282837","CHEMBL282837"
"4196","CHEMBL596","FENTANYL"
"4197","CHEMBL583969","PHOSPHOMETHYLPHOSPHONIC ACID ADENOSYL ESTER"
"4198","CHEMBL90555","VINCRISTINE"
"4199","CHEMBL1332546","BUTAMIRATE"
"4200","CHEMBL222559","TIPRANAVIR"
"4201","CHEMBL691","ETHINYL ESTRADIOL"
"4202","CHEMBL4650377","AV-380"
"4203","CHEMBL591429","PAC-1"
"4204","CHEMBL128748","DIMETHYLCURCUMIN"
"4205","CHEMBL92361","CGP-029482"
"4206","CHEMBL1618340","CITICOLINE"
"4207","CHEMBL1742992","BLINATUMOMAB"
"4208","CHEMBL3990456","CHEMBL3990456"
"4209","CHEMBL440510","CHEMBL440510"
"4210","CHEMBL362592","CHEMBL362592"
"4211","CHEMBL1796997","HELIUM"
"4212","CHEMBL2109060","LICORICE"
"4213","CHEMBL751","BROMFENAC SODIUM"
"4214","CHEMBL1201488","SECRETIN SYNTHETIC HUMAN"
"4215","CHEMBL538943","VINORELBINE TARTRATE"
"4216","CHEMBL4297714","CALMANGAFODIPIR"
"4217","CHEMBL409450","6BIO"
"4218","CHEMBL3833327","INOSINE PRANOBEX"
"4219","CHEMBL1950045","3,4-Dihydroxyphenylethanol"
"4220","CHEMBL3545252","DOCETAXEL"
"4221","CHEMBL4173394","BRILLIANT BLUE G"
"4222","CHEMBL462228","CHEMBL462228"
"4223","CHEMBL1614658","CARUMONAM"
"4224","CHEMBL1079576","PHENPROBAMATE"
"4225","CHEMBL3989752","OXETORONE"
"4226","CHEMBL703","SUXAMETHONIUM"
"4227","CHEMBL3545335","AG-13958"
"4228","CHEMBL41194","PRATOSARTAN"
"4229","CHEMBL1201420","UROKINASE"
"4230","CHEMBL151663","CHEMBL151663"
"4231","CHEMBL1743044","NAMILUMAB"
"4232","CHEMBL2105753","DEXMECAMYLAMINE HYDROCHLORIDE"
"4233","CHEMBL1086863","FLUDEOXYGLUCOSE"
