"Brand_name","Drug_name_original","Drug_name","DrugId","targetId","targetId_type","Sponsor","Properties","TA","Indication","Indication_cur","diseaseId","diseaseId_type","Disease_class","Year.x","Review_type","has_GE","Year.y","Interactor","Related","Interactor_Related"
"Duavee","Bazedoxifene acetate; oestrogens","BAZEDOXIFENE ACETATE; ESTROGENS, CONJUGATED","CHEMBL2106615; CHEMBL1201649","ENSG00000091831, ENSG00000140009; ENSG00000140009, ENSG00000091831","Original","Pfizer","Conjugated oestrogens with an oestrogen receptor modulator","Other indication","Moderate to Serious vasomotor symptoms associated with menopause and prevention of postmenopausal osteoporosis","menopause; postmenopausal osteoporosis","EFO_0003922; EFO_0003854","Original","Not serious",2013,"S",TRUE,2013,TRUE,FALSE,FALSE
"Dupixent","Dupilumab","DUPILUMAB","CHEMBL2108675","ENSG00000077238","Original","Regeneron/Sanofi","IL-4Ralpha antagonist","Other indication","Atopic dermatitis","atopic eczema","EFO_0000274","Original","Not serious",2017,"P, B",TRUE,2017,FALSE,FALSE,FALSE
"Ebanga","Ansuvimab","ANSUVIMAB","CHEMBL4594388",NA,"Original","Ridgeback","Ebola glycoprotein-directed mAb","No human target","Ebola virus","Ebola hemorrhagic fever","EFO_0007243","Original","Serious",2020,"P, O, B",NA,NA,NA,NA,NA
"Egaten","Triclabendazole","TRICLABENDAZOLE","CHEMBL1086440",NA,"Original","Novartis","Anthelmintic","No human target","Fascioliasis","fascioliasis","EFO_1001324","Original","Not concordant",2019,"P, O, F",NA,NA,NA,NA,NA
"Elahere","Mirvetuximab soravtansine","Mirvetuximab soravtansine","CHEMBL3545132","ENSG00000110195, ENSG00000127824, ENSG00000152086, ENSG00000261456, ENSG00000101162, ENSG00000188229, ENSG00000104833, ENSG00000258947, ENSG00000123416, ENSG00000198033, ENSG00000167553, ENSG00000137285, ENSG00000167552, ENSG00000176014, ENSG00000137267, ENSG00000196230","Original","ImmunoGen","FR_-targeted antibody-drug conjugate","Oncology","Ovarian cancer","ovarian carcinoma","EFO_0001075","Original","Serious",2022,"P, O, A, F",TRUE,2022,TRUE,FALSE,FALSE
"Elucirem","Gadopiclenol","Gadopiclenol","CHEMBL4297634",NA,"Original","Guerbet","Gadolinium-based contrast agent","No human target","Lesions with abnormal vascularity",NA,NA,"Original",NA,2022,"P",NA,NA,NA,NA,NA
"Elzonris","Tagraxofusp","TAGRAXOFUSP","CHEMBL4297573","ENSG00000167658, ENSG00000185291","Original","Stemline Therapeutics","IL-3 and diphtheria toxin fusion protein","Oncology","Blastic plasmacytoid dendritic cell neoplasm","blastic plasmacytoid dendritic cell neoplasm","EFO_0010580","Original","Serious",2018,"P, O, B",FALSE,2018,FALSE,FALSE,FALSE
"Emflaza","Deflazacort","DEFLAZACORT","CHEMBL1201891","ENSG00000113580","Original","PTC Therapeutics","Corticosteroid","Other indication","Duchenne muscular dystrophy","Duchenne muscular dystrophy","MONDO_0010679","Original","Serious",2017,"P, O, F",FALSE,2017,FALSE,FALSE,FALSE
"Emgality","Galcanezumab","GALCANEZUMAB","CHEMBL3707328","ENSG00000175868, ENSG00000110680","Original","Eli Lilly","CGRP antibody","Other indication","Migraine","migraine disorder","MONDO_0005277","Original","Not serious",2018,"S, F",TRUE,2018,FALSE,FALSE,FALSE
"Empaveli","Pegcetacoplan","Pegcetacoplan","CHEMBL4298211","ENSG00000125730","Original","Apellis","Complement protein C3 inhibitor","Other indication","PNH","paroxysmal nocturnal hemoglobinuria","MONDO_0100244","Original","Serious",2021,"P, O, F",TRUE,2021,TRUE,FALSE,FALSE
"Empliciti","Elotuzumab","ELOTUZUMAB","CHEMBL1743010","ENSG00000026751","Original","Bristol-Myers Squibb","SLAMF7-directed mAb","Oncology","Multiple myeloma","multiple myeloma","EFO_0001378","Original","Serious",2015,"P, O, B",TRUE,2015,TRUE,FALSE,FALSE
"Enhertu","Trastuzumab deruxtecan","TRASTUZUMAB DERUXTECAN","CHEMBL4297844","ENSG00000141736, ENSG00000198900","Original","Daiichi Sankyo/AstraZeneca","HER2-directed ADC","Oncology","HER2-positive breast cancer","HER2 Positive Breast Carcinoma","EFO_1000294","Original","Serious",2019,"P, B, A, F",TRUE,2019,FALSE,FALSE,FALSE
"Enjaymo","Sutimlimab","Sutimlimab","CHEMBL4297832","ENSG00000182326","Original","Bioverativ","C1s-targeted mAb","Other indication","RBC transfusion due to haemolysis in CAD (cold agglutinin disease)","Anemia, Hemolytic, Autoimmune","EFO_1001264","Original","Serious",2022,"P, O, B",FALSE,2022,FALSE,FALSE,FALSE
"Enspryng","Satralizumab","SATRALIZUMAB","CHEMBL3833307","ENSG00000160712, ENSG00000134352","Original","Roche/Genentech","IL-6R-directed mAb","Other indication","NMOSD","neuromyelitis optica","EFO_0004256","Original","Serious",2020,"S, O, B, F",TRUE,2020,FALSE,TRUE,FALSE
"Entresto","Sacubitril; valsartan","SACUBITRIL; VALSARTAN","CHEMBL3137301; CHEMBL1069","ENSG00000196549; ENSG00000144891","Original","Novartis","A neprilysin inhibitor plus an angiotensin II receptor blocker","Other indication","Chronic heart failure","congestive heart failure","EFO_0000373","Original","Serious",2015,"P, F",TRUE,2015,TRUE,FALSE,FALSE
"Entyvio","Vedolizumab","VEDOLIZUMAB","CHEMBL1743087","ENSG00000115232, ENSG00000139626","Original","Takeda","Integrin-receptor antagonist","Other indication","Ulcerative colitis and Crohn's disease","ulcerative colitis; Crohn's disease","EFO_0000729; EFO_0000384","Original","Serious",2014,"P, F",TRUE,2014,FALSE,FALSE,FALSE
"Epclusa","Sofosbuvir; velpatasvir","SOFOSBUVIR; VELPATASVIR","CHEMBL1259059; CHEMBL3545062","NA; NA","Original","Gilead Sciences","A nucleotide analogue NS5B polymerase inhibitor plus an HCV NS5A inhibitor","No human target","genotype 1, 2, 3 or 4 chronic hepatitis C virus (HCV)","hepatitis C virus infection","EFO_0003047","Original","Serious",2016,"P, B, F",NA,NA,NA,NA,NA
"Epidiolex","Cannabidiol","CANNABIDIOL","CHEMBL190461","ENSG00000118432","Original","GW Pharmaceuticals","Cannabinoid","Other indication","Dravet syndrome and Lennox-Gastaut syndrome","Dravet syndrome; Lennox-Gastaut syndrome","Orphanet_33069; MONDO_0016532","Original","Serious",2018,"P, O, F",TRUE,2018,FALSE,TRUE,FALSE
"Erleada","Apalutamide","APALUTAMIDE","CHEMBL3183409","ENSG00000169083","Original","Johnson & Johnson","Androgen receptor inhibitor","Oncology","Prostate cancer","prostate cancer","MONDO_0008315","Original","Serious",2018,"P, F",TRUE,2018,FALSE,FALSE,FALSE
"Esbriet","Pirfenidone","PIRFENIDONE","CHEMBL1256391",NA,"Original","InterMune","MOA unknown","No human target","IPF (idiopathic pulmonary fibrosis)","idiopathic pulmonary fibrosis","EFO_0000768","Original","Serious",2014,"P, O, B, F",NA,NA,NA,NA,NA
"Eucrisa","Crisaborole","CRISABOROLE","CHEMBL484785","ENSG00000184588, ENSG00000113448, ENSG00000065989, ENSG00000105650","Original","Pfizer/Anacor Pharmaceuticals","PDE4 inhibitor","Other indication","Atopic dermatitis","atopic eczema","EFO_0000274","Original","Not serious",2016,"S",TRUE,2016,FALSE,TRUE,FALSE
"Evenity","Romosozumab","ROMOSOZUMAB","CHEMBL2107874","ENSG00000167941","Original","Amgen","Sclerostin inhibitor","Other indication","Osteoporosis","osteoporosis","EFO_0003882","Original","Not serious",2019,"S",TRUE,2019,FALSE,FALSE,FALSE
"Evkeeza","Evinacumab","Evinacumab","CHEMBL3545191","ENSG00000132855","Original","Regeneron","ANGPTL3-targeted mAb","Other indication","HoFH","homozygous familial hypercholesterolemia","MONDO_0018328","Original","Serious",2021,"P, O, B",TRUE,2021,FALSE,FALSE,FALSE
"Evrysdi","Risdiplam","RISDIPLAM","CHEMBL4297528","ENSG00000205571","Original","Roche/Genentech","SMN2 splicing modifier","Other indication","Spinal muscular atrophy","spinal muscular atrophy","EFO_0008525","Original","Serious",2020,"P, O, F",TRUE,2020,FALSE,FALSE,FALSE
"ExEm Foam","Air polymer-type A","AIR POLYMER-TYPE A","CHEMBL4594264",NA,"Original","Giskit","Ultrasound contrast agent","No human target","Assess fallopian tube patency in women with known or suspected infertility","infertility","EFO_0000545","Original","Not serious",2019,"S",NA,NA,NA,NA,NA
"Exkivity","Mobocertinib","Mobocertinib","CHEMBL4650319","ENSG00000146648","Original","Takeda","EGFR kinase inhibitor","Oncology","EGFR exon 20-mutated NSCLC","non-small cell lung carcinoma","EFO_0003060","Original","Serious",2021,"P, O, B, A, F",TRUE,2021,FALSE,FALSE,FALSE
"Exondys 51","Eteplirsen","ETEPLIRSEN","CHEMBL2108278","ENSG00000198947","Original","Sarepta Therapeutics","ASO designed to target dystrophin pre-mRNA","Other indication","Duchenne muscular dystrophy","Duchenne muscular dystrophy","MONDO_0010679","Original","Serious",2016,"P, O, A, F",TRUE,2016,FALSE,FALSE,FALSE
"Farxiga","Dapagliflozin","DAPAGLIFLOZIN","CHEMBL429910","ENSG00000140675","Original","AstraZeneca","SGLT2 inhibitor","Other indication","Type 2 diabetes","type 2 diabetes mellitus","MONDO_0005148","Original","Not concordant",2014,"S, F",TRUE,2014,FALSE,TRUE,FALSE
"Farydak","Panobinostat","PANOBINOSTAT","CHEMBL483254","ENSG00000100429, ENSG00000196591, ENSG00000163517, ENSG00000061273, ENSG00000068024, ENSG00000048052, ENSG00000116478, ENSG00000108840, ENSG00000094631, ENSG00000171720, ENSG00000147099","Original","Novartis","Histone deacetylase inhibitor","Oncology","Multiple myeloma","multiple myeloma","EFO_0001378","Original","Serious",2015,"P, O, A",TRUE,2015,FALSE,FALSE,FALSE
"Fasenra","Benralizumab","BENRALIZUMAB","CHEMBL1742991","ENSG00000091181","Original","AstraZeneca","IL-5Ralpha-directed monoclonal antibody","Other indication","Serious asthma","Status Asthmaticus","EFO_0008590","Original","Serious",2017,"S",FALSE,2017,FALSE,FALSE,FALSE
"Fetroja","Cefiderocol","CEFIDEROCOL","CHEMBL3989974",NA,"Original","Shionogi","Cephalosporin antibacterial","No human target","Complicated urinary tract infections","urinary tract infection","EFO_0003103","Original","Not serious",2019,"P, F",NA,NA,NA,NA,NA
"Fexinidazole","Fexinidazole","Fexinidazole","CHEMBL1631694",NA,"Original","Sanofi/DNDi","Nitroimidazole antimicrobial","No human target","Sleeping sickness",NA,NA,"Original",NA,2021,"P, O",NA,NA,NA,NA,NA
"Firdapse","Amifampridine","AMIFAMPRIDINE","CHEMBL354077","ENSG00000130037, ENSG00000182255, ENSG00000173826, ENSG00000111262, ENSG00000178342, ENSG00000131398, ENSG00000140015, ENSG00000055118, ENSG00000168418, ENSG00000143473, ENSG00000183960, ENSG00000151079, ENSG00000184408, ENSG00000116396, ENSG00000171126, ENSG00000168263, ENSG00000026559, ENSG00000170745, ENSG00000185760, ENSG00000135519, ENSG00000184156, ENSG00000075043, ENSG00000117013, ENSG00000158445, ENSG00000166006, ENSG00000129159, ENSG00000124134, ENSG00000156486, ENSG00000143105, ENSG00000182674, ENSG00000053918, ENSG00000089558, ENSG00000177301, ENSG00000162975, ENSG00000102057, ENSG00000184611, ENSG00000171385, ENSG00000177272, ENSG00000104848, ENSG00000164794","Original","Catalyst Pharmaceuticals","Potassium channel blocker","Other indication","Lambert-Eaton myasthenic syndrome","Lambert-Eaton myasthenic syndrome","Orphanet_43393","Original","Serious",2018,"P, O",FALSE,2018,FALSE,FALSE,FALSE
"Flortaucipir F-18","Flortaucipir F-18","FLORTAUCIPIR F-18","CHEMBL3545253","ENSG00000186868","Original","Eli Lilly","Radioactive diagnostic","Other indication","Imaging, tau in Alzheimer disease","Alzheimer disease","MONDO_0004975","Original","Serious",2020,"P",TRUE,2020,FALSE,FALSE,FALSE
"Fluorodopa F-18","Fluorodopa F-18","FLUORODOPA F-18","CHEMBL3400972",NA,"Original","Feinstein Institutes","Radioactive diagnostic","No human target","Diagnosis of parkinsonian syndromes","Parkinson disease","MONDO_0005180","Original","Serious",2019,"S",NA,NA,NA,NA,NA
"Fluoroestradiol F-18","Fluoroestradiol F-18","FLUOROESTRADIOL F-18","CHEMBL4594261","ENSG00000186868","Original","Zionexa","Radioactive diagnostic","Other indication","Imaging, breast cancer","breast carcinoma","EFO_0000305","Original","Serious",2020,"S",TRUE,2020,FALSE,FALSE,FALSE
"Fotivda","Tivozanib","Tivozanib","CHEMBL1289494","ENSG00000102755, ENSG00000128052, ENSG00000037280, ENSG00000157404, ENSG00000113721","Original","Aveo","VEGFR kinase inhibitor","Oncology","Renal cell carcinoma","renal cell carcinoma","EFO_0000681","Original","Serious",2021,"S",TRUE,2021,FALSE,FALSE,FALSE
"Galafold","Migalastat","MIGALASTAT","CHEMBL110458","ENSG00000102393","Original","Amicus Therapeutics","beta-galactosidase regulator","Other indication","Fabry disease","fabry disease","MONDO_0010526","Original","Serious",2018,"P, O, A, F",TRUE,2018,FALSE,FALSE,FALSE
"Gallium dotatoc Ga-68","Gallium dotatoc Ga-68","GALLIUM DOTATOC GA-68","CHEMBL4297340","ENSG00000180616","Original","UIHC PET Imaging Center","Radioactive diagnostic","Other indication","Localization of somatostatin receptor-positive neuroendocrine tumours","neuroendocrine neoplasm","EFO_1001901","Original","Serious",2019,"S, O",TRUE,2019,TRUE,FALSE,FALSE
"Gamifant","Emapalumab","EMAPALUMAB","CHEMBL3989977","ENSG00000111537","Original","Novimmune","Interferon-‚âà√≠‚Äö√¢‚Ä¢-blocking antibody","Other indication","Primary haemophagocytic lymphohistiocytosis","genetic hemophagocytic lymphohistiocytosis","MONDO_0015541","Original","Serious",2018,"P, O, B",TRUE,2018,FALSE,FALSE,FALSE
"Gavreto","Pralsetinib","PRALSETINIB","CHEMBL4582651","ENSG00000170759, ENSG00000165731, ENSG00000108091","Original","Blueprint Medicines/Roche","RET kinase inhibitor","Oncology","RET fusion-positive NSCLC","non-small cell lung carcinoma","EFO_0003060","Original","Serious",2020,"P, O, B, A",TRUE,2020,FALSE,FALSE,FALSE
"Gazyva","Obinutuzumab","OBINUTUZUMAB","CHEMBL1743048","ENSG00000156738","Original","Genentech","Humanized CD20-specific monoclonal antibody","Oncology","Previously untreated chronic lymphocytic leukaemia","chronic lymphocytic leukemia","EFO_0000095","Original","Serious",2013,"P, O, B",TRUE,2013,TRUE,FALSE,FALSE
"Gemtesa","Vibegron","VIBEGRON","CHEMBL2107826","ENSG00000188778","Original","Urovant Sciences","Beta-3 adrenergic receptor agonist","Other indication","Overactive bladder","overactive bladder","EFO_1000781","Original","Not serious",2020,"S",FALSE,2020,FALSE,FALSE,FALSE
"Genvoya","Elvitegravir; cobicistat; emtricitabine; tenofovir","ELVITEGRAVIR; COBICISTAT; EMTRICITABINE; TENOFOVIR","CHEMBL204656; CHEMBL2095208; CHEMBL885; CHEMBL483","NA; ENSG00000160870, ENSG00000106258, ENSG00000160868, ENSG00000021461; NA; NA","Original","Gilead","An INSTI plus a CYP3A inhibitor plus two nucleoside analogue reverse transcriptase inhibitors","No human target","HIV","HIV infection","EFO_0000764","Original","Serious",2015,"S, F",NA,2015,FALSE,FALSE,FALSE
"Giapreza","Angiotensin II","ANGIOTENSIN II","CHEMBL408403","ENSG00000144891","Original","La Jolla Pharmaceutical Company","Synthetic human angiotensin","Other indication","Blood pressure in adults with septic or other distributive shock","septic shock; blood pressure","EFO_0006834; EFO_0004325","Original","Serious",2017,"P",TRUE,2017,TRUE,FALSE,FALSE
"Gilotrif","Afatinib","AFATINIB","CHEMBL1173655","ENSG00000141736, ENSG00000146648, ENSG00000178568","Original","Boehringer Ingelheim","EGFR (ERBB1), HER2 (ERBB2), and HER4 (ERRB4) kinase inhibitor","Oncology","First-line treatment of patients with metastatic NSCLC whose tumours have EGFR exon 19 deletions or exon 21 (L858R) substitution mutations as detected by an FDA-approved test","non-small cell lung carcinoma","EFO_0003060","Original","Serious",2013,"P, O, F",TRUE,2013,FALSE,FALSE,FALSE
"Givlaari","Givosiran","GIVOSIRAN","CHEMBL4297760","ENSG00000023330","Original","Alnylam","ALAS1-directed siRNA","Other indication","Acute hepatic porphyria","acute hepatic porphyria","Orphanet_95157","Original","Serious",2019,"P, O, B",FALSE,2019,FALSE,FALSE,FALSE
"Harvoni","Ledipasvir; sofosbuvir","LEDIPASVIR; SOFOSBUVIR","CHEMBL2374220; CHEMBL1259059","NA; NA","Original","Gilead Sciences","An NS5A inhibitor plus an HCV nucleotide-analogue NS5B-polymerase inhibitor","No human target","Genotype 1 HCV","hepatitis C virus infection","EFO_0003047","Original","Serious",2014,"P, B, F",NA,NA,NA,NA,NA
"Hemlibra","Emicizumab","EMICIZUMAB","CHEMBL3833393","ENSG00000126218, ENSG00000101981","Original","Roche/Genentech","Bispecific FIX and FX-directed antibody","Other indication","Haemophilia A","hemophilia A","MONDO_0010602","Original","Serious",2017,"P, O, B",TRUE,2017,FALSE,FALSE,FALSE
"Hetlioz","Tasimelteon","TASIMELTEON","CHEMBL2103822","ENSG00000134640, ENSG00000168412","Original","Vanda","Melatonin-receptor agonist","Other indication","Non-24-hour sleep-wake disorder","sleep-wake disorder","MONDO_0003406","Original","Not serious",2014,"P, O",TRUE,2014,FALSE,TRUE,FALSE
"Ibrance","Palbociclib","PALBOCICLIB","CHEMBL189963","ENSG00000135446, ENSG00000110092, ENSG00000105810","Original","Pfizer","CDK4 and CDK6 inhibitor","Oncology","ER-positive, HER2-negative advanced breast cancer","HER2 negative breast carcinoma","EFO_0009780","Original","Serious",2015,"P, B, A",TRUE,2015,FALSE,FALSE,FALSE
"Ibsrela","Tenapanor","TENAPANOR","CHEMBL3304485","ENSG00000066230","Original","Ardelyx","NHE3 inhibitor","Other indication","IBS with constipation","irritable bowel syndrome","EFO_0000555","Original","Not serious",2019,"S",FALSE,2019,FALSE,FALSE,FALSE
"Idhifa","Enasidenib mesylate","ENASIDENIB MESYLATE","CHEMBL3989931","ENSG00000182054","Original","Celgene/Agios","IDH2 inhibitor","Oncology","IDH2-mutated AML","acute myeloid leukemia","EFO_0000222","Original","Serious",2017,"P, O, F",TRUE,2017,FALSE,FALSE,FALSE
"Ilumya","Tildrakizumab","TILDRAKIZUMAB","CHEMBL2108681","ENSG00000110944, ENSG00000113302","Original","Sun Pharma","IL-23 antibody","Other indication","Plaque psoriasis","psoriasis vulgaris","EFO_1001494","Original","Not serious",2018,"S",TRUE,2018,FALSE,FALSE,FALSE
"Imbruvica","Ibrutinib","IBRUTINIB","CHEMBL1873475","ENSG00000010671","Original","Pharmacyclics","Bruton's tyrosine kinase inhibitor","Oncology","Mantle cell lymphoma","Mantle cell lymphoma","EFO_1001469","Original","Serious",2013,"P, O, B, F",TRUE,2013,FALSE,FALSE,FALSE
"Imcivree","Setmelanotide","SETMELANOTIDE","CHEMBL3301624","ENSG00000166603","Original","Rhythm","Melanocortin receptor 4 agonist","Other indication","Rare genetic diseases of obesity","Bardet-Biedl syndrome","MONDO_0015229","Original","Serious",2020,"P, O, B",TRUE,2020,FALSE,FALSE,FALSE
"Imfinzi","Durvalumab","DURVALUMAB","CHEMBL3301587","ENSG00000120217","Original","AstraZeneca","PDL1-blocking antibody","Oncology","Urothelial carcinoma","urothelial carcinoma","EFO_0008528","Original","Serious",2017,"P, B, A",TRUE,2017,FALSE,FALSE,FALSE
"Imjudo","Tremelimumab","Tremelimumab","CHEMBL2108658","ENSG00000163599","Original","AstraZeneca","CTLA4-targeted mAb","Oncology","Hepatocellular carcinoma","hepatocellular carcinoma","EFO_0000182","Original","Serious",2022,"S, O",TRUE,2022,TRUE,FALSE,FALSE
"Impavido","Miltefosine","MILTEFOSINE","CHEMBL125",NA,"Original","Knight","MOA unknown","No human target","Leishmaniasis","Leishmaniasis","EFO_0005044","Original","Not concordant",2014,"P, O, F",NA,NA,NA,NA,NA
"Ingrezza","Valbenazine","VALBENAZINE","CHEMBL2364639","ENSG00000165646","Original","Neurocrine Biosciences","VMAT2 inhibitor","Other indication","Tardive dyskinesia","movement disorder","EFO_0004280","Original","Not concordant",2017,"P, B, F",TRUE,2017,FALSE,FALSE,FALSE
"Inmazeb","Atoltivimab; odesivimab; maftivimab","ATOLTIVIMAB; ODESIVIMAB; MAFTIVIMAB","CHEMBL4298183; CHEMBL4298188; CHEMBL4298184","NA; NA; NA","Original","Regeneron","Cocktail of Ebola glycoprotein-directed mAbs","No human target","Ebola virus","Ebola hemorrhagic fever","EFO_0007243","Original","Serious",2020,"P, O, B",NA,NA,NA,NA,NA
"Inqovi","Cedazuridine; decitabine","CEDAZURIDINE; DECITABINE","CHEMBL3237547; CHEMBL1201129","ENSG00000158825; ENSG00000119772, ENSG00000130816","Original","Otsuka","Cytidine deaminase inhibitor; nucleoside metabolic inhibitor","Other indication","Myelodysplastic syndromes","myelodysplastic syndrome","EFO_0000198","Original","Serious",2020,"P, O",TRUE,2020,FALSE,FALSE,FALSE
"Inrebic","Fedratinib","FEDRATINIB","CHEMBL1287853","ENSG00000096968, ENSG00000122025","Original","Celgene/BMS","JAK2 and FLT3 inhibitor","Other indication","Myelofibrosis","myelofibrosis","MONDO_0044903","Original","Serious",2019,"P, O",TRUE,2019,FALSE,FALSE,FALSE
"Invokana","Canagliflozin","CANAGLIFLOZIN; CANAGLIFLOZIN","CHEMBL4594217; CHEMBL2048484","ENSG00000140675; ENSG00000140675","Original","Janssen","SGLT2 inhibitor","Other indication","Type 2 diabetes","type 2 diabetes mellitus","MONDO_0005148","Original","Not concordant",2013,"S",TRUE,2013,FALSE,TRUE,FALSE
"Isturisa","Osilodrostat","OSILODROSTAT","CHEMBL3099695","ENSG00000160882","Original","Recordati Rare Diseases","Cortisol synthesis inhibitor","Other indication","Cushing disease","Cushing syndrome","EFO_0003099","Original","Not concordant",2020,"S, O",TRUE,2020,FALSE,FALSE,FALSE
"Jardiance","Empagliflozin","EMPAGLIFLOZIN","CHEMBL2107830","ENSG00000140675","Original","Boehringer Ingelheim","SGLT2 inhibitor","Other indication","Type 2 diabetes","type 2 diabetes mellitus","MONDO_0005148","Original","Not concordant",2014,"S, F",TRUE,2014,FALSE,TRUE,FALSE
"Jemperli","Dostarlimab","Dostarlimab","CHEMBL4298124","ENSG00000188389","Original","GlaxoSmithKline","PD1-targeted mAb","Oncology","Endometrial cancer","endometrial cancer","MONDO_0011962","Original","Serious",2021,"P, B, A",TRUE,2021,FALSE,FALSE,FALSE
"Jeuveau","Prabotulinumtoxin A","PRABOTULINUMTOXIN A","CHEMBL4297229","ENSG00000132639","Original","Evolus","Acetylcholine release inhibitor and a neuromuscular blocking agent","Other indication","Glabellar lines associated with corrugator and/or procerus muscle activity","Facial wrinkling","HP_0009762","Original","Not serious",2019,"S",FALSE,2019,FALSE,FALSE,FALSE
"Jublia","Efinaconazole","EFINACONAZOLE","CHEMBL2103877",NA,"Original","Dow","Azole antifungal","No human target","Onychomycosis of the toenails","paronychia","EFO_0007421","Original","Not serious",2014,"S",NA,NA,NA,NA,NA
"Kadcyla","Ado-trastuzumab emtansine","TRASTUZUMAB EMTANSINE","CHEMBL1743082","ENSG00000167553, ENSG00000196230, ENSG00000137285, ENSG00000123416, ENSG00000176014, ENSG00000137267, ENSG00000101162, ENSG00000258947, ENSG00000261456, ENSG00000188229, ENSG00000104833, ENSG00000127824, ENSG00000198033, ENSG00000167552, ENSG00000152086, ENSG00000141736","Original","Genentech","HER2-targeted antibody and microtubule inhibitor conjugate","Oncology","HER2-positive metastatic breast cancer","HER2 Positive Breast Carcinoma","EFO_1000294","Original","Serious",2013,"P, F",TRUE,2013,FALSE,FALSE,FALSE
"Kanuma","Sebelipase alfa","SEBELIPASE ALFA","CHEMBL3039537","ENSG00000107798","Original","Alexion","Enzyme replacement therapy","Other indication","LAL deficiency","lysosomal acid lipase deficiency","MONDO_0010204","Original","Serious",2015,"P, O, B, F",TRUE,2015,FALSE,FALSE,FALSE
"Kengreal","Cangrelor","CANGRELOR","CHEMBL334966","ENSG00000169313","Original","Medicines Company","P2Y12 platelet inhibitor","Other indication","Myocardial infarction, repeat coronary revascularization, and stent thrombosis","myocardial infarction","EFO_0000612","Original","Serious",2015,"S",FALSE,2015,FALSE,FALSE,FALSE
"Kerendia","Finerenone","Finerenone","CHEMBL2181927","ENSG00000151623","Original","Bayer","Non-steroidal MR antagonist","Other indication","CKD with type 2 diabetes","chronic kidney disease","EFO_0003884","Original","Serious",2021,"P, F",TRUE,2021,FALSE,TRUE,FALSE
"Kerydin","Tavaborole","TAVABOROLE","CHEMBL443052",NA,"Original","Anacor","Oxaborole antifungal","No human target","Onychomycosis of the toenails","paronychia","EFO_0007421","Original","Not serious",2014,"S",NA,NA,NA,NA,NA
"Kevzara","Sarilumab","SARILUMAB","CHEMBL2108730","ENSG00000160712","Original","Sanofi/Regeneron","IL-6 receptor antagonist","Other indication","Rheumatoid arthritis","rheumatoid arthritis","EFO_0000685","Original","Serious",2017,"S",TRUE,2017,FALSE,FALSE,FALSE
"Keytruda","Pembrolizumab","PEMBROLIZUMAB","CHEMBL3137343","ENSG00000188389","Original","Merck & Co.","PD1-specific antibody","Oncology","Metastatic melanoma *and others (2021 approval)","metastatic melanoma","EFO_0002617","Original","Serious",2014,"P, O, B, A",FALSE,2014,FALSE,FALSE,FALSE
"Kimmtrak","Tebentafusp","Tebentafusp","CHEMBL4297990","ENSG00000185664","Original","Immunocore","gp100 peptide HLA _ CD3 bispecific T-cell engager","Oncology","Uveal melanoma","Uveal Melanoma","EFO_1000616","Original","Serious",2022,"P, O, B",FALSE,2022,FALSE,FALSE,FALSE
"Kisqali","Ribociclib","RIBOCICLIB","CHEMBL3545110","ENSG00000105810, ENSG00000135446","Original","Novartis","CDK4/6 inhibitor","Oncology","HR-positive, HER2-negative breast cancer","HER2 negative breast carcinoma","EFO_0009780","Original","Serious",2017,"P, B",TRUE,2017,TRUE,TRUE,FALSE
"Klisyri","Tirbanibulin","TIRBANIBULIN","CHEMBL571546","ENSG00000197122","Original","Athenex","Microtubule inhibitor","Other indication","Actinic keratosis","actinic keratosis","EFO_0002496","Original","Not serious",2020,"S",TRUE,2020,TRUE,TRUE,FALSE
"Korsuva","Difelikefalin","Difelikefalin","CHEMBL3989915","ENSG00000082556","Original","Cara Therapeutics","kappa-Opioid receptor agonist","Other indication","Pruritus associated with CKD","chronic kidney disease","EFO_0003884","Original","Serious",2021,"P, B",FALSE,2021,FALSE,FALSE,FALSE
"Koselugo","Selumetinib","SELUMETINIB","CHEMBL1614701","ENSG00000169032, ENSG00000126934","Original","AstraZeneca","MEK1/2 kinase inhibitor","Other indication","Neurofibromatosis type 1","neurofibromatosis type 1","MONDO_0018975","Original","Serious",2020,"P, O, B",TRUE,2020,FALSE,TRUE,FALSE
"Krazati","Adagrasib","Adagrasib","CHEMBL4594350","ENSG00000133703","Original","Mirati","KRAS-G12C inhibitor","Oncology","KRASG12C-mutated NSCLC","non-small cell lung carcinoma","EFO_0003060","Original","Serious",2022,"S, O, B, A, F",TRUE,2022,FALSE,FALSE,FALSE
"Krintafel","Tafenoquine","TAFENOQUINE","CHEMBL298470",NA,"Original","Medicines for Malaria Venture/GlaxoSmithKline","8-Aminoquinoline antimalarial","No human target","Plasmodium vivax malaria","Plasmodium vivax malaria","EFO_0007445","Original","Serious",2018,"P, O, B, F",NA,NA,NA,NA,NA
"Kybella","Deoxycholic acid","DEOXYCHOLIC ACID","CHEMBL406393",NA,"Original","Kythera","Cytolytic drug","No human target","Fat below the chin","body fat distribution","EFO_0004341","Original","Not serious",2015,"S",NA,NA,NA,NA,NA
