"brandDrugName","originalDrugName","drugName","drugId","sponsor","properties","therapeuticArea","indication","diseaseName","diseaseIds","diseaseClass","reviewType","yearApproval","OriginalDrugId","targetIds","interactorIds","relatedIds"
"Scenesse","Afamelanotide","AFAMELANOTIDE","CHEMBL441738","Clinuvel","Melanocortin 1 receptor agonist","Other indication","Erythropoietic protoporphyria","erythropoietic protoporphyria","MONDO_0001676","Serious","P,O,F","2019","CHEMBL441738","ENSG00000258839","ENSG00000054277","EFO_1000752"
"Seysara","Sarecycline","SARECYCLINE","CHEMBL2364632","Allergan","Tetracycline antibiotic","No human target","Serious acne vulgaris","acne","EFO_0003894","Not serious","S","2018","CHEMBL2364632","NA","NA","NA"
"Siliq","Brodalumab","BRODALUMAB","CHEMBL1742996","Valeant Pharmaceuticals","IL-17RA antagonist","Other indication","Plaque psoriasis","psoriasis vulgaris","EFO_1001494","Not serious","S","2017","CHEMBL1742996","ENSG00000177663","NA","EFO_0000676"
"Sivextro","Tedizolid","TEDIZOLID","CHEMBL1257051","Cubist","Oxazolidinone-class antibacterial","No human target","ABSSSI (Acute Bacterial Skin and Skin Structure Infections)","staphylococcal skin infections","EFO_1001849","Not serious","P","2014","CHEMBL1257051","NA","NA","NA"
"Skyrizi","Risankizumab","RISANKIZUMAB","CHEMBL3990029","AbbVie","IL-23 antagonist","Other indication","Plaque psoriasis","psoriasis vulgaris","EFO_1001494","Not serious","S","2019","CHEMBL3990029","ENSG00000110944,ENSG00000113302","ENSG00000162594,ENSG00000168811,ENSG00000110944,ENSG00000113302,ENSG00000162735","EFO_0000676"
"Skytrofa","Lonapegsomatropin","Lonapegsomatropin","CHEMBL4298185","Ascendis Pharma","PEGylated human growth hormone","Other indication","Growth failure due to GHD","Growth delay","HP_0001510","Not serious","S,O","2021","CHEMBL4298185","ENSG00000112964","ENSG00000127329,ENSG00000127947,ENSG00000175354,ENSG00000134242,ENSG00000158092,ENSG00000196396,ENSG00000070159,ENSG00000149177,ENSG00000152894,ENSG00000164086,ENSG00000169410,ENSG00000259384,ENSG00000080031,ENSG00000081237,ENSG00000112964","EFO_0004339"
"Sogroya","Somapacitan","SOMAPACITAN","CHEMBL3707290","Novo Nordisk","Growth hormone analogue","Other indication","Growth hormone deficiency","short stature due to partial GHR deficiency","MONDO_0011420","Not serious","S","2020","CHEMBL3707290","ENSG00000112964","ENSG00000127329,ENSG00000175354,ENSG00000080031,ENSG00000149177,ENSG00000152894,ENSG00000127947,ENSG00000158092,ENSG00000164086,ENSG00000070159,ENSG00000112964,ENSG00000134242,ENSG00000081237,ENSG00000169410,ENSG00000196396,ENSG00000259384","NA"
"Solosec","Secnidazole","SECNIDAZOLE","CHEMBL498847","Lupin","Nitroimidazole antimicrobial","No human target","Bacterial vaginosis","bacterial vaginosis","EFO_0003932","Not serious","P,F","2017","CHEMBL498847","NA","NA","NA"
"Sotyktu","Deucravacitinib","Deucravacitinib","CHEMBL4435170","Bristol Myers Squibb","TYK2 inhibitor","Other indication","Plaque psoriasis","psoriasis vulgaris","EFO_1001494","Not serious","S","2022","CHEMBL4435170","ENSG00000105397","ENSG00000138738,ENSG00000183386,ENSG00000197191,ENSG00000142166,ENSG00000143514,ENSG00000094796,ENSG00000131773,ENSG00000011243,ENSG00000076604,ENSG00000096384,ENSG00000106541,ENSG00000165119,ENSG00000112232,ENSG00000170581,ENSG00000197978,ENSG00000204889","EFO_0000676"
"Sovaldi","Sofosbuvir","SOFOSBUVIR","CHEMBL1259059","Gilead","HCV nucleotide analogue NS5B polymerase inhibitor","No human target","Chronic HCV infection, as a component of a combination antiviral treatment regimen","hepatitis C virus infection","EFO_0003047","Serious","P,B,F","2013","CHEMBL1259059","NA","NA","NA"
"Spevigo","Spesolimab","Spesolimab","CHEMBL4297911","Boehringer Ingelheim","IL-36R-targeted mAb","Other indication","Generalized pustular psoriasis flares","psoriasis 14, pustular","MONDO_0013626","Not concordant","P,O,B","2022","CHEMBL4297911","ENSG00000196083,ENSG00000115598","ENSG00000115594,ENSG00000125538,ENSG00000115590,NA","NA"
"Spinraza","Nusinersen","NUSINERSEN","CHEMBL3301572","Biogen/Ionis Pharmaceuticals","ASO designed to target SMN2 pre-mRNA","Other indication","Spinal muscular atrophy","spinal muscular atrophy","EFO_0008525","Serious","P,O,F","2016","CHEMBL3301572","ENSG00000205571","ENSG00000113790,ENSG00000123892,ENSG00000125531,ENSG00000126945,ENSG00000171055,ENSG00000183640,ENSG00000186925,ENSG00000204410,ENSG00000064703,ENSG00000079805,ENSG00000109534,ENSG00000112578,ENSG00000138398,ENSG00000142252,ENSG00000149089,ENSG00000160679,ENSG00000163517,ENSG00000172336,ENSG00000179409,ENSG00000185386,ENSG00000186930,ENSG00000186977,ENSG00000205302,ENSG00000125835,ENSG00000160948,ENSG00000179222,ENSG00000186451,ENSG00000187191,ENSG00000092208,ENSG00000102471,ENSG00000104381,ENSG00000105202,ENSG00000108424,ENSG00000108590,ENSG00000132591,ENSG00000137463,ENSG00000143889,ENSG00000152147,ENSG00000167037,ENSG00000177138,ENSG00000180098,ENSG00000181222,ENSG00000010810,ENSG00000033800,ENSG00000087365,ENSG00000089280,ENSG00000100462,ENSG00000134996,ENSG00000139343,ENSG00000140009,ENSG00000144711,ENSG00000175899,ENSG00000197386,ENSG00000197442,ENSG00000240432,ENSG00000244362,ENSG00000082516,ENSG00000099956,ENSG00000105323,ENSG00000109103,ENSG00000121058,ENSG00000136379,ENSG00000169057,ENSG00000176108,ENSG00000176302,ENSG00000182004,ENSG00000100138,ENSG00000101888,ENSG00000102048,ENSG00000104164,ENSG00000104852,ENSG00000115317,ENSG00000132382,ENSG00000134046,ENSG00000158710,ENSG00000164675,ENSG00000167088,ENSG00000171453,ENSG00000172062,ENSG00000184351,ENSG00000184724,ENSG00000187026,ENSG00000268988,ENSG00000023734,ENSG00000046647,ENSG00000107290,ENSG00000116918,ENSG00000141499,ENSG00000143977,ENSG00000151923,ENSG00000164404,ENSG00000176105,ENSG00000185246,ENSG00000198353,ENSG00000198513,ENSG00000205571,ENSG00000125743,ENSG00000168090","NA"
"Steglatro","Ertugliflozin","ERTUGLIFLOZIN","CHEMBL1770248","Merck & Co./Pfizer","SGLT2 inhibitor","Other indication","Type 2 diabetes mellitus","type 2 diabetes mellitus","MONDO_0005148","Not concordant","S","2017","CHEMBL1770248","ENSG00000140675","NA","Orphanet_79161,HP_0003076"
"Strensiq","Asfotase alfa","ASFOTASEALFA","CHEMBL2108311","Alexion","Alkaline phosphatase","Other indication","Hypophosphatasia","hypophosphatasia","MONDO_0018570","Serious","P,O,B,F","2015","CHEMBL2108311","ENSG00000162551","ENSG00000006062","NA"
"Striverdi Respimat","Olodaterol","OLODATEROL","CHEMBL605846","Boehringer Ingelheim","Long-acting beta2-adrenoceptor agonist","Other indication","COPD","chronic obstructive pulmonary disease","EFO_0000341","Serious","S","2014","CHEMBL605846","ENSG00000169252","ENSG00000130770,ENSG00000143001,ENSG00000111361,ENSG00000118985,ENSG00000212864,ENSG00000229715,ENSG00000106462,ENSG00000129173,ENSG00000183666,ENSG00000185658,ENSG00000197971,ENSG00000074416,ENSG00000100603,ENSG00000113369,ENSG00000109062,ENSG00000111224,ENSG00000134758,ENSG00000163485,ENSG00000163749,ENSG00000081026,ENSG00000096070,ENSG00000165119,ENSG00000240021,ENSG00000077254,ENSG00000141480,ENSG00000171867,ENSG00000197122,ENSG00000169252","NA"
"Sunlenca","Lenacapavir","Lenacapavir","CHEMBL4594438","Gilead","HIV-1 capsid inhibitor","No human target","HIV-1 infection","HIV-1 infection","EFO_0000180","NA","P,B,F","2022","CHEMBL4594438","NA","NA","NA"
"Sunosi","Solriamfetol","SOLRIAMFETOL","CHEMBL4297620","Jazz","Dopamine and noradrenaline reuptake inhibitor","No human target","Excessive sleepiness due to narcolepsy or obstructive sleep apnoea","hypersomnia; narcolepsy; obstructive sleep apnea","MONDO_0021107,EFO_0003918,EFO_0005246","Serious","S,O","2019","CHEMBL4297620","NA","NA","NA,EFO_0005271"
"Sylvant","Siltuximab","SILTUXIMAB","CHEMBL1743070","Janssen Biotech","IL-6-specific antibody","Other indication","Multicentric Castleman's disease","Castleman disease","MONDO_0015564","Serious","P,O","2014","CHEMBL1743070","ENSG00000136244","ENSG00000134352,ENSG00000109906,ENSG00000134243,ENSG00000177706,ENSG00000137642,ENSG00000160712","NA"
"Symdeko","Tezacaftor, ivacaftor","TEZACAFTOR,IVACAFTOR","CHEMBL3544914,CHEMBL2010601","Vertex Pharmaceuticals","CFTR corrector and CFTR potentiator","Other indication","Cystic fibrosis","cystic fibrosis","MONDO_0009061","Serious","P,O,B,F","2018","CHEMBL3544914,CHEMBL2010601","ENSG00000001626","ENSG00000082898,ENSG00000085063,ENSG00000100097,ENSG00000105568,ENSG00000113013,ENSG00000115484,ENSG00000128607,ENSG00000129083,ENSG00000136986,ENSG00000141510,ENSG00000143793,ENSG00000154582,ENSG00000155660,ENSG00000163468,ENSG00000175166,ENSG00000181163,ENSG00000196236,ENSG00000079246,ENSG00000096384,ENSG00000104783,ENSG00000105202,ENSG00000105835,ENSG00000113368,ENSG00000115268,ENSG00000126247,ENSG00000127022,ENSG00000131051,ENSG00000132646,ENSG00000146731,ENSG00000147140,ENSG00000160213,ENSG00000162909,ENSG00000166986,ENSG00000169045,ENSG00000170421,ENSG00000171793,ENSG00000172354,ENSG00000185825,ENSG00000197191,ENSG00000241685,ENSG00000069345,ENSG00000074800,ENSG00000109062,ENSG00000125844,ENSG00000125868,ENSG00000134333,ENSG00000135829,ENSG00000136153,ENSG00000149257,ENSG00000163220,ENSG00000164022,ENSG00000167815,ENSG00000172725,ENSG00000176014,ENSG00000197321,ENSG00000204308,ENSG00000249915,ENSG00000065150,ENSG00000065978,ENSG00000100345,ENSG00000100911,ENSG00000106366,ENSG00000108107,ENSG00000114353,ENSG00000117450,ENSG00000122566,ENSG00000134308,ENSG00000136628,ENSG00000138107,ENSG00000160789,ENSG00000168488,ENSG00000174437,ENSG00000189091,ENSG00000196419,ENSG00000204389,ENSG00000078369,ENSG00000086061,ENSG00000103363,ENSG00000106305,ENSG00000110880,ENSG00000116641,ENSG00000125970,ENSG00000132109,ENSG00000144381,ENSG00000149925,ENSG00000165280,ENSG00000176105,ENSG00000177731,ENSG00000181789,ENSG00000204388,ENSG00000011304,ENSG00000014216,ENSG00000044574,ENSG00000050405,ENSG00000058262,ENSG00000065054,ENSG00000073578,ENSG00000100764,ENSG00000106484,ENSG00000113194,ENSG00000115806,ENSG00000116560,ENSG00000128595,ENSG00000132589,ENSG00000132612,ENSG00000138594,ENSG00000140945,ENSG00000143549,ENSG00000164924,ENSG00000167553,ENSG00000169813,ENSG00000215301,ENSG00000001626,ENSG00000074696,ENSG00000075624,ENSG00000092820,ENSG00000093167,ENSG00000109133,ENSG00000109572,ENSG00000111057,ENSG00000117592,ENSG00000120265,ENSG00000120438,ENSG00000124207,ENSG00000124614,ENSG00000126803,ENSG00000127481,ENSG00000132341,ENSG00000132912,ENSG00000142871,ENSG00000143546,ENSG00000144713,ENSG00000165119,ENSG00000167085,ENSG00000172053,ENSG00000174502,ENSG00000174827,ENSG00000204628,ENSG00000213741,ENSG00000240972,ENSG00000030582,ENSG00000037474,ENSG00000047932,ENSG00000064547,ENSG00000089159,ENSG00000092199,ENSG00000100591,ENSG00000102119,ENSG00000105141,ENSG00000106211,ENSG00000108424,ENSG00000117906,ENSG00000130255,ENSG00000136238,ENSG00000138071,ENSG00000143556,ENSG00000158710,ENSG00000162244,ENSG00000163902,ENSG00000186716,ENSG00000213719,ENSG00000222038,ENSG00000242372,ENSG00000253729,ENSG00000254772,ENSG00000104824,ENSG00000117868,ENSG00000131620","NA"
"Symproic","Naldemedine","NALDEMEDINE","CHEMBL2105755","Shionogi","Opioid antagonist","Other indication","Opioid-induced constipation","Constipation","HP_0002019","Not serious","S","2017","CHEMBL2105755","ENSG00000112038","ENSG00000148483,ENSG00000158014,ENSG00000164081,ENSG00000168824,ENSG00000170545,ENSG00000172005,ENSG00000187513,ENSG00000198937,ENSG00000103249,ENSG00000113790,ENSG00000139644,ENSG00000177300,ENSG00000196470,ENSG00000198932,ENSG00000100528,ENSG00000101558,ENSG00000156284,ENSG00000171517,ENSG00000172375,ENSG00000175489,ENSG00000213658,ENSG00000134531,ENSG00000169903,ENSG00000125170,ENSG00000142089,ENSG00000149451,ENSG00000159840,ENSG00000196924,ENSG00000205279,ENSG00000121542,ENSG00000133065,ENSG00000142227,ENSG00000168515,ENSG00000168958,ENSG00000172243,ENSG00000256660,ENSG00000101460,ENSG00000103042,ENSG00000116729,ENSG00000121022,ENSG00000132965,ENSG00000134873,ENSG00000144063,ENSG00000151778,ENSG00000162975,ENSG00000177519,ENSG00000181788,ENSG00000185049,ENSG00000185883,ENSG00000197769,ENSG00000008283,ENSG00000010017,ENSG00000109099,ENSG00000113732,ENSG00000115307,ENSG00000241399,ENSG00000105223","NA"
"TPOXX","Tecovirimat","TECOVIRIMAT","CHEMBL1257073","SIGA Technologies","Viral p37 protein inhibitor","No human target","Smallpox","smallpox","MONDO_0004651","Serious","P,O,F","2018","CHEMBL1257073","NA","NA","NA"
"Tabrecta","Capmatinib","CAPMATINIB","CHEMBL3188267","Novartis","MET kinase inhibitor","Oncology","NSCLC","non-small cell lung carcinoma","EFO_0003060","Serious","P,O,B,A","2020","CHEMBL3188267","ENSG00000105976","ENSG00000081237,ENSG00000104341,ENSG00000105251,ENSG00000110395,ENSG00000115085,ENSG00000127329,ENSG00000136573,ENSG00000143322,ENSG00000151490,ENSG00000183918,ENSG00000196576,ENSG00000000938,ENSG00000035720,ENSG00000074966,ENSG00000079308,ENSG00000115290,ENSG00000117461,ENSG00000120833,ENSG00000136205,ENSG00000146648,ENSG00000158092,ENSG00000171150,ENSG00000185338,ENSG00000197943,ENSG00000198574,ENSG00000105976,ENSG00000107338,ENSG00000135605,ENSG00000148082,ENSG00000149177,ENSG00000182511,ENSG00000184557,ENSG00000185634,ENSG00000197122,ENSG00000007264,ENSG00000010017,ENSG00000071051,ENSG00000103423,ENSG00000111077,ENSG00000111252,ENSG00000113263,ENSG00000129946,ENSG00000141738,ENSG00000010671,ENSG00000027869,ENSG00000101336,ENSG00000134215,ENSG00000152894,ENSG00000163563,ENSG00000164050,ENSG00000165025,ENSG00000196684,ENSG00000198753,ENSG00000019991,ENSG00000101082,ENSG00000101213,ENSG00000131746,ENSG00000177885,ENSG00000179295,ENSG00000182866,ENSG00000254087,ENSG00000095370,ENSG00000115687,ENSG00000124181,ENSG00000127947,ENSG00000137936,ENSG00000140538,ENSG00000144724,ENSG00000145675,ENSG00000145715,ENSG00000160999,ENSG00000178188,ENSG00000067225,ENSG00000070159,ENSG00000087266,ENSG00000105647,ENSG00000160691,ENSG00000165458,ENSG00000167193,ENSG00000170677,ENSG00000176105,ENSG00000196396,ENSG00000160293","NA"
"Tafinlar","Dabrafenib","DABRAFENIB","CHEMBL2028663","GSK","Kinase inhibitor with activity against BRAFV600E, BRAFV600K, BRAFV600D, wild-type BRAF and other kinases","Oncology","Unresectable or metastatic melanoma with BRAF(V600E) mutation as detected by an FDA-approved test","metastatic melanoma","EFO_0002617","Serious","S,O,F","2013","CHEMBL2028663","ENSG00000157764","ENSG00000095015,ENSG00000134308,ENSG00000141564,ENSG00000164924,ENSG00000175793,ENSG00000105401,ENSG00000108953,ENSG00000132155,ENSG00000174775,ENSG00000113013,ENSG00000128245,ENSG00000133703,ENSG00000187555,ENSG00000166913,ENSG00000169032,ENSG00000109971,ENSG00000140575,ENSG00000170027,ENSG00000171132,ENSG00000044574,ENSG00000096384,ENSG00000157764,ENSG00000213281,ENSG00000078061,ENSG00000126934","EFO_0000756"
"Tagrisso","Osimertinib","OSIMERTINIB","CHEMBL3353410","AstraZeneca","EGFR inhibitor","Oncology","NSCLC with EGFRT790M mutations","non-small cell lung carcinoma","EFO_0003060","Serious","P,O,B,A,F","2015","CHEMBL3353410","ENSG00000146648","ENSG00000008735,ENSG00000012061,ENSG00000043462,ENSG00000061273,ENSG00000067606,ENSG00000069345,ENSG00000081237,ENSG00000090520,ENSG00000100170,ENSG00000100591,ENSG00000104341,ENSG00000104756,ENSG00000104904,ENSG00000106211,ENSG00000107317,ENSG00000110395,ENSG00000110651,ENSG00000113070,ENSG00000115085,ENSG00000115415,ENSG00000120053,ENSG00000124942,ENSG00000126561,ENSG00000127329,ENSG00000130340,ENSG00000131016,ENSG00000134308,ENSG00000136573,ENSG00000138363,ENSG00000142669,ENSG00000143322,ENSG00000143933,ENSG00000151491,ENSG00000160014,ENSG00000162704,ENSG00000163235,ENSG00000182636,ENSG00000182718,ENSG00000183918,ENSG00000198909,ENSG00000000938,ENSG00000006125,ENSG00000058262,ENSG00000064999,ENSG00000091831,ENSG00000096384,ENSG00000100614,ENSG00000103876,ENSG00000107643,ENSG00000111816,ENSG00000115145,ENSG00000115540,ENSG00000116254,ENSG00000117152,ENSG00000117461,ENSG00000124207,ENSG00000133124,ENSG00000135506,ENSG00000135823,ENSG00000136205,ENSG00000137267,ENSG00000140575,ENSG00000141198,ENSG00000146648,ENSG00000154556,ENSG00000157500,ENSG00000158092,ENSG00000160255,ENSG00000166313,ENSG00000168036,ENSG00000171132,ENSG00000174791,ENSG00000182473,ENSG00000186868,ENSG00000196961,ENSG00000197943,ENSG00000204388,ENSG00000213658,ENSG00000214193,ENSG00000004478,ENSG00000008056,ENSG00000044115,ENSG00000044574,ENSG00000071537,ENSG00000080031,ENSG00000096060,ENSG00000096968,ENSG00000100324,ENSG00000102606,ENSG00000105245,ENSG00000105976,ENSG00000113013,ENSG00000113580,ENSG00000114805,ENSG00000118363,ENSG00000121653,ENSG00000125731,ENSG00000126088,ENSG00000126581,ENSG00000132669,ENSG00000133961,ENSG00000135046,ENSG00000137463,ENSG00000142208,ENSG00000145016,ENSG00000145335,ENSG00000147010,ENSG00000148053,ENSG00000148082,ENSG00000149177,ENSG00000154277,ENSG00000154710,ENSG00000159352,ENSG00000161203,ENSG00000169375,ENSG00000170312,ENSG00000182511,ENSG00000184557,ENSG00000185046,ENSG00000185483,ENSG00000185634,ENSG00000186834,ENSG00000197122,ENSG00000198561,ENSG00000206052,ENSG00000014641,ENSG00000042753,ENSG00000071051,ENSG00000075415,ENSG00000101182,ENSG00000102189,ENSG00000103653,ENSG00000109321,ENSG00000109684,ENSG00000109971,ENSG00000110011,ENSG00000111252,ENSG00000111679,ENSG00000113263,ENSG00000115325,ENSG00000127191,ENSG00000129946,ENSG00000141480,ENSG00000141655,ENSG00000142949,ENSG00000144749,ENSG00000149428,ENSG00000168003,ENSG00000169047,ENSG00000170248,ENSG00000170293,ENSG00000172757,ENSG00000178568,ENSG00000183020,ENSG00000184524,ENSG00000196154,ENSG00000198668,ENSG00000015479,ENSG00000027869,ENSG00000046653,ENSG00000057294,ENSG00000067992,ENSG00000072135,ENSG00000077232,ENSG00000092820,ENSG00000097007,ENSG00000101336,ENSG00000103266,ENSG00000105974,ENSG00000106299,ENSG00000107295,ENSG00000110711,ENSG00000111640,ENSG00000114737,ENSG00000124882,ENSG00000127824,ENSG00000134242,ENSG00000134853,ENSG00000135052,ENSG00000137076,ENSG00000137486,ENSG00000140600,ENSG00000141736,ENSG00000142627,ENSG00000143294,ENSG00000149925,ENSG00000155926,ENSG00000165025,ENSG00000165731,ENSG00000167601,ENSG00000169045,ENSG00000169398,ENSG00000174808,ENSG00000198853,ENSG00000204389,ENSG00000033327,ENSG00000034713,ENSG00000065361,ENSG00000067182,ENSG00000087586,ENSG00000099942,ENSG00000100280,ENSG00000101082,ENSG00000101213,ENSG00000101558,ENSG00000105971,ENSG00000106070,ENSG00000109458,ENSG00000117450,ENSG00000120694,ENSG00000131746,ENSG00000132155,ENSG00000150403,ENSG00000151834,ENSG00000153707,ENSG00000154237,ENSG00000159176,ENSG00000163697,ENSG00000164615,ENSG00000165527,ENSG00000167552,ENSG00000170606,ENSG00000177885,ENSG00000179295,ENSG00000184575,ENSG00000185499,ENSG00000185896,ENSG00000188191,ENSG00000189043,ENSG00000198799,ENSG00000254087,ENSG00000269335,ENSG00000011132,ENSG00000011485,ENSG00000050748,ENSG00000094631,ENSG00000095370,ENSG00000101134,ENSG00000102309,ENSG00000104814,ENSG00000105401,ENSG00000105613,ENSG00000116285,ENSG00000123384,ENSG00000124181,ENSG00000125170,ENSG00000127947,ENSG00000130402,ENSG00000131558,ENSG00000132970,ENSG00000138798,ENSG00000140009,ENSG00000141968,ENSG00000142192,ENSG00000144554,ENSG00000144724,ENSG00000145675,ENSG00000145715,ENSG00000149269,ENSG00000159228,ENSG00000162591,ENSG00000166598,ENSG00000168610,ENSG00000170581,ENSG00000173801,ENSG00000174437,ENSG00000175203,ENSG00000175866,ENSG00000178078,ENSG00000178188,ENSG00000184144,ENSG00000185359,ENSG00000197102,ENSG00000198399,ENSG00000204305,ENSG00000240972,ENSG00000253729,ENSG00000067225,ENSG00000069869,ENSG00000080824,ENSG00000085063,ENSG00000085733,ENSG00000088930,ENSG00000092758,ENSG00000100351,ENSG00000100485,ENSG00000102010,ENSG00000105647,ENSG00000105701,ENSG00000107263,ENSG00000111669,ENSG00000113108,ENSG00000115904,ENSG00000123908,ENSG00000130558,ENSG00000130706,ENSG00000131171,ENSG00000132639,ENSG00000132670,ENSG00000136810,ENSG00000137193,ENSG00000137462,ENSG00000138698,ENSG00000139625,ENSG00000146674,ENSG00000148180,ENSG00000154127,ENSG00000154229,ENSG00000157168,ENSG00000158402,ENSG00000160691,ENSG00000164924,ENSG00000166913,ENSG00000167193,ENSG00000168439,ENSG00000169139,ENSG00000170677,ENSG00000173020,ENSG00000175793,ENSG00000176105,ENSG00000177666,ENSG00000182585,ENSG00000196396,ENSG00000250722,ENSG00000254772,ENSG00000039068,ENSG00000105649,ENSG00000133056,ENSG00000136235","NA"
"Takhzyro","Lanadelumab","LANADELUMAB","CHEMBL3545189","Dyax/Shire","Kallikrein antibody","Other indication","Hereditary angioedema","hereditary angioedema","MONDO_0019623","Serious","P,O,B,F","2018","CHEMBL3545189","ENSG00000164344","ENSG00000229140,ENSG00000115211,ENSG00000196715,ENSG00000126460,ENSG00000144061,ENSG00000110801,ENSG00000113889,ENSG00000152291,ENSG00000172123,ENSG00000100462,ENSG00000103202,ENSG00000147164,ENSG00000269556","NA"
"Taltz","Ixekizumab","IXEKIZUMAB","CHEMBL1743034","Eli Lilly","IL-17A antagonist","Other indication","Plaque psoriasis","psoriasis vulgaris","EFO_1001494","Not serious","S","2016","CHEMBL1743034","ENSG00000112115","ENSG00000132768,ENSG00000185774","EFO_0000676"
"Talzenna","Talazoparib","TALAZOPARIB","CHEMBL3137320","Pfizer","PARP inhibitor","Oncology","BRCA-mutated HER2-negative breast cancer","HER2 negative breast carcinoma","EFO_0009780","Serious","P","2018","CHEMBL3137320","ENSG00000129484,ENSG00000143799","ENSG00000101191,ENSG00000116209,ENSG00000133318,ENSG00000138684,ENSG00000169551,ENSG00000175198,ENSG00000197409,ENSG00000275379,ENSG00000287080,ENSG00000007038,ENSG00000124596,ENSG00000134684,ENSG00000150991,ENSG00000154511,ENSG00000157554,ENSG00000165138,ENSG00000178075,ENSG00000196419,ENSG00000198830,ENSG00000273983,ENSG00000275714,ENSG00000278828,ENSG00000078269,ENSG00000100442,ENSG00000102882,ENSG00000131778,ENSG00000141510,ENSG00000151553,ENSG00000169490,ENSG00000169955,ENSG00000274750,ENSG00000092847,ENSG00000100030,ENSG00000118518,ENSG00000136240,ENSG00000140481,ENSG00000144681,ENSG00000148702,ENSG00000148737,ENSG00000156052,ENSG00000166884,ENSG00000169621,ENSG00000189043,ENSG00000196511,ENSG00000101412,ENSG00000101938,ENSG00000104490,ENSG00000105229,ENSG00000119698,ENSG00000143321,ENSG00000152102,ENSG00000162892,ENSG00000164338,ENSG00000168298,ENSG00000173614,ENSG00000178764,ENSG00000188486,ENSG00000197153,ENSG00000227345,ENSG00000004700,ENSG00000079246,ENSG00000082805,ENSG00000091831,ENSG00000137074,ENSG00000147874,ENSG00000160208,ENSG00000165392,ENSG00000168036,ENSG00000169598,ENSG00000245848,ENSG00000286522,ENSG00000011638,ENSG00000064703,ENSG00000124216,ENSG00000130816,ENSG00000144354,ENSG00000147885,ENSG00000159884,ENSG00000163637,ENSG00000166845,ENSG00000168395,ENSG00000176658,ENSG00000189403,ENSG00000198900,ENSG00000213801,ENSG00000063978,ENSG00000072609,ENSG00000073050,ENSG00000113163,ENSG00000116815,ENSG00000143799,ENSG00000154767,ENSG00000158773,ENSG00000159335,ENSG00000164305,ENSG00000167987,ENSG00000213699,ENSG00000240563,ENSG00000253729,ENSG00000277775,ENSG00000131747","EFO_0000305"
"Tanzeum","Albiglutide","ALBIGLUTIDE","CHEMBL2107841","GlaxoSmithKline","GLP1-receptor agonist","Other indication","Type 2 diabetes","type 2 diabetes mellitus","MONDO_0005148","Not concordant","S","2014","CHEMBL2107841","ENSG00000112164","ENSG00000221880,ENSG00000197191,ENSG00000221837,ENSG00000272804,ENSG00000187766,ENSG00000264343,ENSG00000286219,ENSG00000186860,ENSG00000188581,ENSG00000254997","Orphanet_79161,HP_0003076"
"Tavalisse","Fostamatinib","FOSTAMATINIB","CHEMBL2103830","Rigel Pharmaceuticals","SYK inhibitor","Other indication","Immune thrombocytopenic purpura","autoimmune thrombocytopenic purpura","EFO_0007160","Serious","S,O","2018","CHEMBL2103830","ENSG00000165025","ENSG00000065361,ENSG00000103490,ENSG00000154127,ENSG00000155313,ENSG00000160691,ENSG00000172466,ENSG00000084234,ENSG00000104894,ENSG00000108578,ENSG00000158560,ENSG00000175899,ENSG00000157404,ENSG00000165025,ENSG00000182866,ENSG00000027869,ENSG00000067225,ENSG00000105976,ENSG00000110395,ENSG00000147601,ENSG00000175104,ENSG00000109458,ENSG00000112773,ENSG00000158869,ENSG00000162711,ENSG00000198851,ENSG00000123384,ENSG00000135077,ENSG00000136238,ENSG00000139117,ENSG00000145675,ENSG00000158747,ENSG00000168610,ENSG00000172531,ENSG00000204389,ENSG00000012124,ENSG00000122025,ENSG00000124181,ENSG00000127022,ENSG00000146648,ENSG00000169083,ENSG00000141736,ENSG00000142192,ENSG00000169509,ENSG00000178568","NA"
"Tavneos","Avacopan","Avacopan","CHEMBL3989871","ChemoCentryx","Complement 5a receptor antagonist","Other indication","ANCA-associated vasculitis","Anti-neutrophil cytoplasmic antibody-associated vasculitis","MONDO_0015492","Serious","S,O","2021","CHEMBL3989871","ENSG00000197405","NA","NA"
"Tazverik","Tazemetostat","TAZEMETOSTAT","CHEMBL3414621","Epizyme","EZH2 inhibitor","Oncology","Epithelioid sarcoma","epithelioid sarcoma","MONDO_0017387","Serious","P,O,A,F","2020","CHEMBL3414621","ENSG00000106462","ENSG00000068078,ENSG00000100387,ENSG00000132475,ENSG00000112511,ENSG00000168283,ENSG00000171456,ENSG00000008083,ENSG00000070748,ENSG00000119403,ENSG00000130816,ENSG00000158290,ENSG00000085224,ENSG00000139154,ENSG00000168610,ENSG00000221837,ENSG00000143033,ENSG00000167986,ENSG00000074266,ENSG00000096717,ENSG00000102054,ENSG00000105810,ENSG00000119772,ENSG00000163041,ENSG00000166068,ENSG00000182923,ENSG00000273604,ENSG00000169083,ENSG00000169252,ENSG00000196233,ENSG00000088305,ENSG00000162521,ENSG00000178691,ENSG00000101945","EFO_1001968"
"Tecentriq","Atezolizumab","ATEZOLIZUMAB","CHEMBL3707227","Genentech","PDL1 inhibitor","Oncology","Urothelial carcinoma","urothelial carcinoma","EFO_0008528","Serious","P,B,A","2016","CHEMBL3707227","ENSG00000120217","ENSG00000188389,ENSG00000091317,ENSG00000197646,ENSG00000121594,ENSG00000183723","NA"
