Brand_name,Drug_name_original,Drug_name,Sponsor,DrugId,Properties,Indication,Indication_EFO,DiseaseId,TA,Review_type,Year,targetIds,has_GE
Givlaari,Givosiran,GIVOSIRAN,Alnylam,CHEMBL4297760,ALAS1-directed siRNA,Acute hepatic porphyria,acute hepatic porphyria,Orphanet_95157,Metabolic,"P, O, B",2019,ENSG00000023330,FALSE
Xcopri,Cenobamate,CENOBAMATE,SK Life Science,CHEMBL3989949,Unknown,Partial onset seizures,seizure,HP_0001250,Neurological,S,2019,"ENSG00000168356, ENSG00000196876, ENSG00000185313, ENSG00000144285, ENSG00000153253, ENSG00000183873, ENSG00000136531, ENSG00000169432, ENSG00000136546, ENSG00000007314, ENSG00000186297, ENSG00000151834, ENSG00000011677, ENSG00000187730, ENSG00000109158, ENSG00000022355, ENSG00000166206, ENSG00000182256, ENSG00000145864, ENSG00000268089, ENSG00000145863, ENSG00000094755, ENSG00000163288, ENSG00000113327, ENSG00000102287, ENSG00000163285",TRUE
Oxbryta,Voxelotor,VOXELOTOR,Global Blood Therapeutics,CHEMBL4101807,Haemoglobin S polymerization inhibitor,SCD (sickle cell disease),sickle cell anemia,MONDO_0011382,Hematology,"P, O, B, A",2019,"ENSG00000206172, ENSG00000244734, ENSG00000188536",TRUE
Vyondys 53,Golodirsen,GOLODIRSEN,Sarepta,CHEMBL4297762,Exon 53 skipping antisense,Duchenne muscular dystrophy,duchenne muscular dystrophy,MONDO_0010679,Neurological,"P, O, A",2019,ENSG00000198947,TRUE
Padcev,Enfortumab vedotin,ENFORTUMAB VEDOTIN,Astellas,CHEMBL3301589,Nectin-4-directed ADC,Urothelial cancers,urothelial neoplasm,MONDO_0024337,Oncology,"P, B, A",2019,"ENSG00000143217, ENSG00000101162, ENSG00000167552, ENSG00000261456, ENSG00000127824, ENSG00000123416, ENSG00000258947, ENSG00000198033, ENSG00000188229, ENSG00000152086, ENSG00000137267, ENSG00000104833, ENSG00000167553, ENSG00000137285, ENSG00000196230, ENSG00000176014",TRUE
Tissueblue,Brilliant Blue G,BRILLIANT BLUE G,Dutch Ophthalmic Research,CHEMBL4173394,Brilliant Blue G dye,Staining the internal limiting membrane,NA,NA,Other,"P, O",2019,NA,NA
Dayvigo,Lemborexant,LEMBOREXANT,Eisai,CHEMBL3545367,Orexin receptor antagonist,Insomnia,insomnia,EFO_0004698,Neurological,S,2019,"ENSG00000121764, ENSG00000137252",TRUE
Enhertu,Trastuzumab deruxtecan,TRASTUZUMAB DERUXTECAN,Daiichi Sankyo/AstraZeneca,CHEMBL4297844,HER2-directed ADC,HER2-positive breast cancer,HER2 Positive Breast Carcinoma,EFO_1000294,Oncology,"P, B, A",2019,"ENSG00000141736, ENSG00000198900",TRUE
Caplyta,Lumateperone,LUMATEPERONE,Intra-Cellular Therapies,CHEMBL3306803,Atypical antipsychotic,Schizophrenia,schizophrenia,MONDO_0005090,Neurological,S,2019,"ENSG00000102468, ENSG00000108576, ENSG00000149295",TRUE
Ubrelvy,Ubrogepant,UBROGEPANT,Allergan,CHEMBL2364638,CGRP receptor antagonist,Migraine with or without aura,migraine disorder,MONDO_0005277,Neurological,S,2019,ENSG00000064989,TRUE
Ayvakit,Avapritinib,AVAPRITINIB,Blueprint Medicines,CHEMBL4204794,"PDGFRA, PDGFRA mutants and KIT kinase inhibitor",GIST with PDGFRA exon 18 mutations,gastrointestinal stromal tumor,MONDO_0011719,Oncology,"P, O, B",2020,"ENSG00000157404, ENSG00000134853",TRUE
Tepezza,Teprotumumab,TEPROTUMUMAB,Horizon Therapeutics,CHEMBL1743079,IGF1R-directed mAb,Thyroid eye disease,Graves disease,EFO_0004237,Ophthalmology,"P, O, B",2020,ENSG00000140443,FALSE
Tazverik,Tazemetostat,TAZEMETOSTAT,Epizyme,CHEMBL3414621,EZH2 inhibitor,Epithelioid sarcoma,epithelioid sarcoma,MONDO_0017387,Oncology,"P, O, A",2020,ENSG00000106462,TRUE
Pizensy,Lactitol,LACTITOL,Braintree Labs,CHEMBL1661,Osmotic laxative,Chronic idiopathic constipation,Chronic constipation,HP_0012450,Other,S,2020,NA,NA
Vyepti,Eptinezumab,EPTINEZUMAB,Lundbeck,CHEMBL3833320,CGRP-directed mAb,Migraine,migraine disorder,MONDO_0005277,Other,S,2020,"ENSG00000110680, ENSG00000175868",TRUE
Nexletol,Bempedoic acid,BEMPEDOIC ACID,Esperion Therapeutics,CHEMBL3545313,ACL inhibitor,HeFH or atherosclerotic cardiovascular disease,atherosclerosis; familial hypercholesterolemia,EFO_0003914; EFO_0004911,Cardiovascular,S,2020,ENSG00000131473,FALSE
Barhemsys,Amisulpride,AMISULPRIDE,Acacia,CHEMBL243712,Dopamine receptors D2 & D3 antagonist,Nausea and vomiting after surgery,Nausea and vomiting,HP_0002017,Other,S,2020,"ENSG00000151577, ENSG00000149295, ENSG00000164270, ENSG00000157219, ENSG00000158748, ENSG00000166736, ENSG00000186090, ENSG00000178084, ENSG00000102468, ENSG00000149305, ENSG00000179097, ENSG00000135914, ENSG00000178394, ENSG00000168830, ENSG00000147246, ENSG00000186038, ENSG00000148680, ENSG00000135312, ENSG00000179546",FALSE
Nurtec ODT,Rimegepant,RIMEGEPANT,Biohaven,CHEMBL2178422,CGRP receptor antagonist,Migraine,migraine disorder,MONDO_0005277,Other,S,2020,ENSG00000064989,TRUE
Sarclisa,Isatuximab,ISATUXIMAB,Sanofi,CHEMBL3545131,CD38-directed mAb,Multiple myeloma,multiple myeloma,EFO_0001378,Oncology,"S, O",2020,ENSG00000004468,TRUE
Isturisa,Osilodrostat,OSILODROSTAT,Recordati Rare Diseases,CHEMBL3099695,Cortisol synthesis inhibitor,Cushing disease,Cushing syndrome,EFO_0003099,Endocrine,"S, O",2020,ENSG00000160882,TRUE
Zeposia,Ozanimod,OZANIMOD,Celgene/Bristol Myers Squibb,CHEMBL3707247,S1P receptor modulator,Multiple sclerosis,multiple sclerosis,MONDO_0005301,Other,S,2020,ENSG00000170989,TRUE
Koselugo,Selumetinib,SELUMETINIB,AstraZeneca,CHEMBL1614701,MEK1/2 kinase inhibitor,Neurofibromatosis type 1,neurofibromatosis type 1,MONDO_0018975,Other,"P, O, B",2020,"ENSG00000169032, ENSG00000126934",TRUE
Tukysa,Tucatinib,TUCATINIB,Seagen,CHEMBL3989868,HER2 kinase inhibitor,HER2-positive breast cancer,HER2 Positive Breast Carcinoma,EFO_1000294,Oncology,"P, O, B",2020,ENSG00000141736,TRUE
Pemazyre,Pemigatinib,PEMIGATINIB,Incyte,CHEMBL4297522,FGFR1-3 kinase inhibitor,Cholangiocarcinoma,cholangiocarcinoma,EFO_0005221,Oncology,"P, O, B, A",2020,"ENSG00000066468, ENSG00000068078, ENSG00000077782",TRUE
Trodelvy,Sacituzumab govitecan,SACITUZUMAB GOVITECAN,Immunomedics/Gilead,CHEMBL3545262,"TROP2-directed ADC, with topoisomerase inhibitor",Triple-negative breast cancer (and advanced or metastatic urothelial cancer (mUC)*),triple-negative breast cancer; urothelial carcinoma,EFO_0005537; EFO_0008528,Oncology,"P, B, A",2020,"ENSG00000198900, ENSG00000184292",TRUE
Ongentys,Opicapone,OPICAPONE,Neurocrine,CHEMBL1089318,COMT inhibitor,Parkinson disease,parkinson disease,MONDO_0005180,Neurological,S,2020,ENSG00000093010,TRUE
Tabrecta,Capmatinib,CAPMATINIB,Novartis,CHEMBL3188267,MET kinase inhibitor,NSCLC,non-small cell lung carcinoma,EFO_0003060,Oncology,"P, O, B, A",2020,ENSG00000105976,TRUE
Retevmo,Selpercatinib,SELPERCATINIB,Eli Lilly/Loxo Oncology,CHEMBL4559134,RET kinase inhibitor,RET fusion-positive NSCLC and thyroid cancer,non-small cell lung carcinoma; thyroid cancer,EFO_0003060; MONDO_0002108,Oncology,"P, O, B, A",2020,"ENSG00000108091, ENSG00000165731, ENSG00000170759",TRUE
Qinlock,Ripretinib,RIPRETINIB,Deciphera,CHEMBL4216467,KIT and PDGFRA kinase inhibitor,GIST,gastrointestinal stromal tumor,MONDO_0011719,Oncology,"P, O, B",2020,"ENSG00000157404, ENSG00000134853",TRUE
Fluoroestradiol F-18,Fluoroestradiol F-18,FLUOROESTRADIOL F-18,Zionexa,CHEMBL4594261,Radioactive diagnostic,"Imaging, breast cancer",breast carcinoma,EFO_0000305,Imaging,S,2020,"ENSG00000091831, ENSG00000140009, ENSG00000186868",TRUE
Artesunate,Artesunate,ARTESUNATE,Amivas,CHEMBL361497,Artemisinin antimalarial,Severe malaria,malaria,EFO_0001068,Infectious,"P, O, B",2020,NA,NA
Flortaucipir F-18,Flortaucipir F-18,FLORTAUCIPIR F-18,Eli Lilly,CHEMBL3545253,Radioactive diagnostic,"Imaging, tau in Alzheimer disease",Alzheimer disease,MONDO_0004975,Imaging,P,2020,ENSG00000186868,TRUE
Uplizna,Inebilizumab,INEBILIZUMAB,Viela Bio,CHEMBL2109334,CD19-directed mAb,NMOSD,neuromyelitis optica,EFO_0004256,Neurological,"S, O, B",2020,ENSG00000177455,FALSE
Zepzelca,Lurbinectedin,LURBINECTEDIN,Jazz,CHEMBL4297516,Alkylating drug,Small-cell lung cancer,small cell lung carcinoma,EFO_0000702,Oncology,"P, O, A",2020,NA,NA
Dojolvi,Triheptanoin,TRIHEPTANOIN,Ultragenyx,CHEMBL4297585,Medium-chain triglyceride,LC-FAODs,inherited fatty acid metabolism disorder,MONDO_0037858,Metabolic,"S, O",2020,NA,NA
Rukobia,Fostemsavir,FOSTEMSAVIR,ViiV Healthcare,CHEMBL3301594,Attachment inhibitor,HIV,hiv infection,EFO_0000764,Infectious,"P, B",2020,NA,NA
Byfavo,Remimazolam,REMIMAZOLAM,Acacia,CHEMBL4297526,Benzodiazepine,Procedural sedation,sedation,EFO_0009868,Other,S,2020,"ENSG00000102287, ENSG00000163288, ENSG00000186297, ENSG00000145864, ENSG00000113327, ENSG00000011677, ENSG00000094755, ENSG00000163285, ENSG00000151834, ENSG00000109158, ENSG00000268089, ENSG00000187730, ENSG00000182256, ENSG00000022355, ENSG00000145863, ENSG00000166206",TRUE
Inqovi,Cedazuridine; decitabine,CEDAZURIDINE,Otsuka,CHEMBL3237547,Cytidine deaminase inhibitor; nucleoside metabolic inhibitor,Myelodysplastic syndromes,myelodysplastic syndrome,EFO_0000198,Hematology,"P, O",2020,ENSG00000158825,TRUE
Inqovi,Cedazuridine; decitabine,DECITABINE,Otsuka,CHEMBL1201129,Cytidine deaminase inhibitor; nucleoside metabolic inhibitor,Myelodysplastic syndromes,myelodysplastic syndrome,EFO_0000198,Hematology,"P, O",2020,"ENSG00000119772, ENSG00000130816",TRUE
Xeglyze,Abametapir,ABAMETAPIR,Dr Reddy‚Äö√Ñ√¥s,CHEMBL2205807,Metalloproteinase inhibitor,Head lice,lice infestation,MONDO_0003472,"Dermatology, infectious",S,2020,NA,NA
Monjuvi,Tafasitamab,TAFASITAMAB,MorphoSys,CHEMBL4298047,CD19-directed mAb,DLBCL,diffuse large b-cell lymphoma,EFO_0000403,Oncology,"P, O, B, A",2020,ENSG00000177455,TRUE
Blenrep,Belantamab mafodotin,BELANTAMAB MAFODOTIN,GlaxoSmithKline,CHEMBL4298209,"BCMA-directed ADC, with microtubule inhibitor",Multiple myeloma,multiple myeloma,EFO_0001378,Oncology,"P, O, B, A",2020,"ENSG00000048462, ENSG00000152086, ENSG00000167553, ENSG00000188229, ENSG00000137267, ENSG00000176014, ENSG00000261456, ENSG00000127824, ENSG00000123416, ENSG00000137285, ENSG00000258947, ENSG00000167552, ENSG00000198033, ENSG00000196230, ENSG00000104833, ENSG00000101162",TRUE
Lampit,Nifurtimox,NIFURTIMOX,Bayer,CHEMBL290960,Nitrofuran antiprotozoal,Chagas disease,chagas disease,MONDO_0001444,Infectious,"P, O, A",2020,NA,NA
Olinvyk,Oliceridine,OLICERIDINE,Trevena,CHEMBL2443262,Opioid receptor agonist,Acute pain,pain,EFO_0003843,Other,S,2020,ENSG00000112038,FALSE
Evrysdi,Risdiplam,RISDIPLAM,Roche/Genentech,CHEMBL4297528,SMN2 splicing modifier,Spinal muscular atrophy,spinal muscular atrophy,EFO_0008525,Neurological,"P, O",2020,ENSG00000205571,TRUE
Viltepso,Viltolarsen,VILTOLARSEN,Nippon Shinyaku,CHEMBL4298062,Dystrophin splicing modifier,Duchenne muscular dystrophy,duchenne muscular dystrophy,MONDO_0010679,Neurological,"P, O, A",2020,ENSG00000198947,TRUE
Enspryng,Satralizumab,SATRALIZUMAB,Roche/Genentech,CHEMBL3833307,IL-6R-directed mAb,NMOSD,neuromyelitis optica,EFO_0004256,Neurology,"S, O, B",2020,"ENSG00000160712, ENSG00000134352",TRUE
Winlevi,Clascoterone,CLASCOTERONE,Cassiopea SpA,CHEMBL3590187,Androgen receptor inhibitor,Acne vulgaris,acne,EFO_0003894,Dermatology,S,2020,ENSG00000169083,TRUE
Sogroya,Somapacitan,SOMAPACITAN,Novo Nordisk,CHEMBL3707290,Growth hormone analogue,Growth hormone deficiency,short stature due to partial GHR deficiency,MONDO_0011420,Endocrine,S,2020,ENSG00000112964,TRUE
Copper dotatate Cu-64,Copper dotatate Cu-64,COPPER DOTATATE CU-64,Radiomedix,CHEMBL4297339,Radioactive diagnostic,"Imaging, cancer",neuroendocrine neoplasm,EFO_1001901,Imaging,"P, O",2020,ENSG00000180616,TRUE
Gavreto,Pralsetinib,PRALSETINIB,Blueprint Medicines/Roche,CHEMBL4582651,RET kinase inhibitor,RET fusion-positive NSCLC,non-small cell lung carcinoma,EFO_0003060,Oncology,"P, O, B, A",2020,"ENSG00000170759, ENSG00000165731, ENSG00000108091",TRUE
Inmazeb,Atoltivimab; odesivimab; maftivimab,ATOLTIVIMAB,Regeneron,CHEMBL4298183,Cocktail of Ebola glycoprotein-directed mAbs,Ebola virus,Ebola hemorrhagic fever,EFO_0007243,Infectious,"P, O, B",2020,NA,NA
Inmazeb,Atoltivimab; odesivimab; maftivimab,ODESIVIMAB,Regeneron,CHEMBL4298188,Cocktail of Ebola glycoprotein-directed mAbs,Ebola virus,Ebola hemorrhagic fever,EFO_0007243,Infectious,"P, O, B",2020,NA,NA
Inmazeb,Atoltivimab; odesivimab; maftivimab,MAFTIVIMAB,Regeneron,CHEMBL4298184,Cocktail of Ebola glycoprotein-directed mAbs,Ebola virus,Ebola hemorrhagic fever,EFO_0007243,Infectious,"P, O, B",2020,NA,NA
Veklury,Remdesivir,REMDESIVIR,Gilead,CHEMBL4065616,Nucleotide analogue RNA polymerase inhibitor,COVID-19,covid-19,MONDO_0100096,Infectious,P,2020,NA,NA
Zokinvy,Lonafarnib,LONAFARNIB,Eiger,CHEMBL298734,Farnesyltransferase inhibitor,HGPS,hutchinson-gilford progeria syndrome,MONDO_0008310,Other,"P, O, B",2020,"ENSG00000257365, ENSG00000168522",FALSE
Oxlumo,Lumasiran,LUMASIRAN,Alnylam,CHEMBL4297779,HAO1-directed siRNA,Hyperoxaluria type 1,primary hyperoxaluria type 1,MONDO_0009823,Nephrology,"P, O, B",2020,ENSG00000101323,FALSE
Danyelza,Naxitamab,NAXITAMAB,Y-mAbs Therapeutics,CHEMBL4297984,GD2-directed mAb,High-risk neuroblastoma,neuroblastoma,EFO_0000621,Oncology,"P, O, B, A",2020,NA,NA
Imcivree,Setmelanotide,SETMELANOTIDE,Rhythm,CHEMBL3301624,Melanocortin receptor 4 agonist,Rare genetic diseases of obesity,Bardet-Biedl syndrome,MONDO_0015229,Other,"P, O, B",2020,ENSG00000166603,TRUE
PSMA-11 Ga-68,PSMA-11 Ga-68,PSMA-11 GA-68,UCLA,CHEMBL4297335,Radioactive diagnostic,"Imaging, prostate cancer",prostate carcinoma,EFO_0001663,Imaging,S,2020,ENSG00000142515,TRUE
Orladeyo,Berotralstat,BEROTRALSTAT,BioCryst,CHEMBL4594271,Plasma kallikrein inhibitor,Hereditary angioedema,NA,MONDO_0019623,Immunology,"S, O",2020,ENSG00000164344,FALSE
Klisyri,Tirbanibulin,TIRBANIBULIN,Athenex,CHEMBL571546,Microtubule inhibitor,Actinic keratosis,actinic keratosis,EFO_0002496,Dermatology,S,2020,ENSG00000197122,TRUE
Margenza,Margetuximab,MARGETUXIMAB,MacroGenics,CHEMBL2364649,HER2-directed mAb,HER2-positive breast cancer,HER2 Positive Breast Carcinoma,EFO_1000294,Oncology,S,2020,ENSG00000141736,TRUE
Orgovyx,Relugolix,RELUGOLIX,Myovant Sciences,CHEMBL1800159,GnRH receptor antagonist,Prostate cancer,prostate cancer,MONDO_0008315,Oncology,P,2020,ENSG00000109163,TRUE
Ebanga,Ansuvimab,ANSUVIMAB,Ridgeback,CHEMBL4594388,Ebola glycoprotein-directed mAb,Ebola virus,Ebola hemorrhagic fever,EFO_0007243,Infectious,"P, O, B",2020,NA,NA
Gemtesa,Vibegron,VIBEGRON,Urovant Sciences,CHEMBL2107826,Beta-3 adrenergic receptor agonist,Overactive bladder,overactive bladder,EFO_1000781,Other,S,2020,ENSG00000188778,FALSE
Verquvo,Vericiguat,Vericiguat,Merck & Co./Bayer,CHEMBL4066936,sGC stimulator,Chronic heart failure,coronary artery disease,EFO_0001645,Cardiovascular,P,2021,"ENSG00000123201, ENSG00000061918, ENSG00000152402, ENSG00000164116",TRUE
Cabenuva Kit,Cabotegravir; rilpivirine,Cabotegravir,ViiV,CHEMBL2403238,INSTI and an NNRTI,HIV-1 infection,NA,NA,Infectious,P,2021,NA,NA
Cabenuva Kit,Cabotegravir; rilpivirine,rilpivirine,ViiV,CHEMBL175691,INSTI and an NNRTI,HIV-1 infection,NA,NA,Infectious,P,2021,NA,NA
Lupkynis,Voclosporin,Voclosporin,Aurinia,CHEMBL2218919,Calcineurin inhibitor,Lupus nephritis,lupus nephritis,EFO_0005761,Nephrology,P,2021,ENSG00000138814,TRUE
Tepmetko,Tepotinib,Tepotinib,EMD Serono,CHEMBL3402762,MET kinase inhibitor,NSCLC,non-small cell lung carcinoma,EFO_0003060,Oncology,"P, O, A",2021,ENSG00000105976,TRUE
Ukoniq,Umbralisib,Umbralisib,TG Therapeutics,CHEMBL3948730,PI3Kdelta and CK1epsilon inhibitor,"MZL, follicular lymphoma",MZL; follicular lymphoma,EFO_1000630; MONDO_0018906,Oncology,"P, O, B, A",2021,"ENSG00000171608, ENSG00000097007, ENSG00000213923",TRUE
Evkeeza,Evinacumab,Evinacumab,Regeneron,CHEMBL3545191,ANGPTL3-targeted mAb,HoFH,homozygous familial hypercholesterolemia,MONDO_0018328,Metabolic,"P, O, B",2021,ENSG00000132855,TRUE
Cosela,Trilaciclib,Trilaciclib,G1 Therapeutics,CHEMBL3894860,CDK4 and CDK6 kinase inhibitor,Chemotherapy-induced myelosuppression,myelosuppression; small cell lung carcinoma,EFO_0007053; EFO_0000702,Oncology,"P, B",2021,"ENSG00000135446, ENSG00000105810",TRUE
Amondys 45,Casimersen,Casimersen,Sarepta,CHEMBL4297566,Exon 45-skipping ASO,DMD,Duchenne muscular dystrophy,MONDO_0010679,Other,"P, O, A",2021,ENSG00000198947,TRUE
Nulibry,Fosdenopterin,Fosdenopterin,BridgeBio,CHEMBL2338675,cPMP,MoCD type A,sulfite oxidase deficiency due to molybdenum cofactor deficiency,MONDO_0020480,Other,"P, O, B",2021,ENSG00000164172,TRUE
Pepaxto,Melphalan flufenamide,Melphalan flufenamide,Oncopeptides,CHEMBL4303060,Peptide-conjugated alkylating drug,Multiple myeloma,multiple myeloma,EFO_0001378,Oncology,"P, O, A",2021,NA,NA
Azstarys,Dexmethylphenidate; serdexmethylphenidate,Dexmethylphenidate,Commave Therapeutics,CHEMBL827,CNS stimulant,ADHD,attention deficit hyperactivity disorder,EFO_0003888,Psychiatric,S,2021,"ENSG00000103546, ENSG00000142319",TRUE
Azstarys,Dexmethylphenidate; serdexmethylphenidate,serdexmethylphenidate,Commave Therapeutics,CHEMBL4301162,CNS stimulant,ADHD,attention deficit hyperactivity disorder,EFO_0003888,Psychiatric,S,2021,"ENSG00000142319, ENSG00000103546",TRUE
Fotivda,Tivozanib,Tivozanib,Aveo,CHEMBL1289494,VEGFR kinase inhibitor,Renal cell carcinoma,renal cell carcinoma,EFO_0000681,Oncology,S,2021,"ENSG00000102755, ENSG00000128052, ENSG00000037280, ENSG00000157404, ENSG00000113721",TRUE
Ponvory,Ponesimod,Ponesimod,J&J,CHEMBL1096146,S1P receptor modulator,Relapsing multiple sclerosis,multiple sclerosis,MONDO_0005301,Other,S,2021,ENSG00000170989,TRUE
Zegalogue,Dasiglucagon,Dasiglucagon,Zealand Pharma,CHEMBL4297741,Glucagon receptor agonist,Severe hypoglycaemia,GCGR-related hyperglucagonemia,EFO_0001360,Metabolic,S,2021,ENSG00000215644,TRUE
Qelbree,Viloxazine,Viloxazine,Supernus,CHEMBL306700,SNRI,ADHD,attention deficit hyperactivity disorder,EFO_0003888,Psychiatric,S,2021,ENSG00000103546,FALSE
Nextstellis,Drospirenone; estetrol,Drospirenone,Mayne Pharma,CHEMBL1509,Spironolactone and oestrogen analogues,To prevent pregnancy,reproductive behaviour measurement,EFO_0007862,Reproductive,S,2021,"ENSG00000151623, ENSG00000082175",TRUE
Nextstellis,Drospirenone; estetrol,estetrol,Mayne Pharma,CHEMBL1230314,Spironolactone and oestrogen analogues,To prevent pregnancy,reproductive behaviour measurement,EFO_0007862,Reproductive,S,2021,"ENSG00000091831, ENSG00000140009",TRUE
Jemperli,Dostarlimab,Dostarlimab,GlaxoSmithKline,CHEMBL4298124,PD1-targeted mAb,Endometrial cancer,endometrial cancer,MONDO_0011962,Oncology,"P, B, A",2021,ENSG00000188389,TRUE
Zynlonta,Loncastuximab tesirine,Loncastuximab tesirine,ADC Therapeutics,CHEMBL4297778,CD19-targeted ADC,B-cell lymphoma,B-cell non-Hodgkins lymphoma,EFO_1001938,Oncology,"P, O, A",2021,ENSG00000177455,TRUE
Empaveli,Pegcetacoplan,Pegcetacoplan,Apellis,CHEMBL4298211,Complement protein C3 inhibitor,PNH,paroxysmal nocturnal hemoglobinuria,MONDO_0100244,Other,"P, O",2021,ENSG00000125730,TRUE
Rybrevant,Amivantamab,Amivantamab,J&J,CHEMBL4297774,EGFRxMETR bispecific antibody,EGFR exon 20-mutated NSCLC,non-small cell lung carcinoma,EFO_0003060,Oncology,"P, B, A",2021,"ENSG00000105976, ENSG00000146648",TRUE
Pylarify,Piflufolastat F-18,Piflufolastat F-18,Progenics,CHEMBL4297334,Radiolabelled PSMA imaging agent,Prostate cancer imaging,prostate carcinoma,EFO_0001663,Imaging,P,2021,ENSG00000086205,FALSE
Truseltiq,Infigratinib,Infigratinib,BridgeBio,CHEMBL1852688,FGFR2 kinase inhibitor,FGFR2-mutated bile duct cancer,bile duct cancer,MONDO_0003059,Oncology,"P, O, A",2021,"ENSG00000160867, ENSG00000068078, ENSG00000066468, ENSG00000077782",TRUE
Lumakras,Sotorasib,Sotorasib,Amgen,CHEMBL4535757,KRAS-G12C inhibitor,KRASG12C-mutated NSCLC,non-small cell lung carcinoma,EFO_0003060,Oncology,"P, O, B, A",2021,ENSG00000133703,TRUE
Lybalvi,Olanzapine; samidorphan,samidorphan,Alkermes,CHEMBL426084,Atypical antipsychotic and opioid antagonist,Schizophrenia and bipolar I disorder,Schizophrenia; bipolar I disorder,MONDO_0005090; EFO_0009963,Psychiatric,S,2021,"ENSG00000112038, ENSG00000116329, ENSG00000082556",TRUE
Lybalvi,Olanzapine; samidorphan,Olanzapine,Alkermes,CHEMBL715,Atypical antipsychotic and opioid antagonist,Schizophrenia and bipolar I disorder,Schizophrenia; bipolar I disorder,MONDO_0005090; EFO_0009963,Psychiatric,S,2021,"ENSG00000102468, ENSG00000147246, ENSG00000151577, ENSG00000069696, ENSG00000149295",TRUE
Brexafemme,Ibrexafungerp,Ibrexafungerp,Scynexis,CHEMBL4297513,Triterpenoid antifungal,Vulvovaginal candidiasis,NA,NA,Infectious,P,2021,NA,NA
Aduhelm,Aducanumab,Aducanumab,Biogen/Eisai,CHEMBL3039540,Amyloid-beta-targeted mAb,Alzheimers disease,Alzheimers disease,MONDO_0004975,Other,"P, A",2021,ENSG00000142192,TRUE
Rylaze,Asparaginase erwinia chrysanthemi,Asparaginase erwinia chrysanthemi,Jazz,CHEMBL1863514,Recombinant asparagine-specific enzyme,"ALL and LBL, in patients allergic to E. coli-derived products",acute lymphoblastic leukemia; lymphoblastic lymphoma,EFO_0000220; MONDO_0000873,Oncology,"S, O",2021,NA,NA
Kerendia,Finerenone,Finerenone,Bayer,CHEMBL2181927,Non-steroidal MR antagonist,CKD with type 2 diabetes,chronic kidney disease,EFO_0003884,Other,P,2021,ENSG00000151623,TRUE
Fexinidazole,Fexinidazole,Fexinidazole,Sanofi/DNDi,CHEMBL1631694,Nitroimidazole antimicrobial,Sleeping sickness,NA,NA,Infectious,"P, O",2021,NA,NA
Rezurock,Belumosudil,Belumosudil,Kadmon,CHEMBL2005186,ROCK2 kinase inhibitor,Chronic GVHD,graft versus host disease,MONDO_0013730,Other,"P, O, B",2021,"ENSG00000134318, ENSG00000067900",FALSE
Bylvay,Odevixibat,Odevixibat,Albireo,CHEMBL4297588,IBAT inhibitor,Pruritus in PFIC,familial intrahepatic cholestasis,MONDO_0017290,Other,"P, O",2021,ENSG00000125255,TRUE
Saphnelo,Anifrolumab,Anifrolumab,AstraZeneca,CHEMBL2364653,IFNAR-targeted mAb,SLE,systemic lupus erythematosus,MONDO_0007915,Other,S,2021,ENSG00000142166,TRUE
Nexviazyme,Avalglucosidase alfa,Avalglucosidase alfa,Sanofi,CHEMBL4594320,Recombinant alpha-glucosidase,Pompe disease,glycogen storage disease II,MONDO_0009290,Other,"P, O, B",2021,ENSG00000171298,TRUE
Welireg,Belzutifan,Belzutifan,Merck & Co.,CHEMBL4585668,HIF-2alpha inhibitor,von Hippel-Lindau disease,von Hippel-Lindau disease,MONDO_0008667,Oncology,"P, O",2021,ENSG00000116016,TRUE
Korsuva,Difelikefalin,Difelikefalin,Cara Therapeutics,CHEMBL3989915,kappa-Opioid receptor agonist,Pruritus associated with CKD,chronic kidney disease,EFO_0003884,Other,"P, B",2021,ENSG00000082556,FALSE
Skytrofa,Lonapegsomatropin,Lonapegsomatropin,Ascendis Pharma,CHEMBL4298185,PEGylated human growth hormone,Growth failure due to GHD,Growth delay,HP_0001510,Other,"S, O",2021,ENSG00000112964,TRUE
Exkivity,Mobocertinib,Mobocertinib,Takeda,CHEMBL4650319,EGFR kinase inhibitor,EGFR exon 20-mutated NSCLC,non-small cell lung carcinoma,EFO_0003060,Oncology,"P, O, B, A",2021,ENSG00000146648,TRUE
Tivdak,Tisotumab vedotin,Tisotumab vedotin,Seagen/Genmab,CHEMBL4297841,Tissue-factor-directed ADC,Cervical cancer,cervical cancer,MONDO_0002974,Oncology,"P, A",2021,"ENSG00000117525, ENSG00000167552, ENSG00000258947, ENSG00000137267, ENSG00000188229, ENSG00000176014, ENSG00000261456, ENSG00000123416, ENSG00000198033, ENSG00000196230, ENSG00000167553, ENSG00000152086, ENSG00000104833, ENSG00000137285, ENSG00000101162, ENSG00000127824",TRUE
Qulipta,Atogepant,Atogepant,AbbVie,CHEMBL3991065,CGRP receptor antagonist,Episodic migraine,migraine disorder,MONDO_0005277,Other,S,2021,ENSG00000064989,TRUE
Livmarli,Maralixibat,Maralixibat,Mirum,CHEMBL363392,IBAT inhibitor,Pruritus in Alagille syndrome,Alagille syndrome,MONDO_0007318,Other,"P, O, B",2021,ENSG00000125255,TRUE
Tavneos,Avacopan,Avacopan,ChemoCentryx,CHEMBL3989871,Complement 5a receptor antagonist,ANCA-associated vasculitis,Anti-neutrophil cytoplasmic antibody-associated vasculitis,MONDO_0015492,Cardiovascular,"S, O",2021,ENSG00000197405,FALSE
